,式別,馬番,配当,人気
0,単勝,2,220,1
1,複勝,2,130,1
2,複勝,6,140,2
3,馬連,2-6,300,1
4,ワイド,2-6,150,1
5,ワイド,2-5,300,4
6,ワイド,5-6,530,8
7,馬単,2→6,530,1
8,3連複,2-5-6,940,2
9,3連単,2→6→5,3240,8
