,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アランヴェリテ,セ6,55.0,▲柴田裕,中竹,栗東,2019100667,01212,キズナ ,ルミエールヴェリテ ,Cozzene ,-1.6056252174178853,12
1,1,2,マイバラード,牡5,58.0,杉原,松永康,美浦,2020100621,01135,ダノンバラード ,マイネアロマ ,ロージズインメイ Roses in May(米) ,-2.2258447849265215,15
2,2,3,サングラデーション,牡5,58.0,大野,千葉,美浦,2020102864,01096,ドゥラメンテ ,サンシャイン ,ハーツクライ ,-2.534133609156251,16
3,2,4,ヴィスマール,牡4,56.0,☆小沢,奥村豊,栗東,2021105459,01185,ブリックスアンドモルタル Bricks and Mortar(米) ,オーマイベイビー ,ディープインパクト ,-1.6744493678508747,13
4,3,5,ミラキュラスドラマ,牡4,57.0,荻野極,宮地,栗東,2021104923,01160,エピファネイア ,メルヴェイユドール ,フジキセキ ,0.051108146384985995,8
5,3,6,ワオン,牡4,54.0,▲石田,武藤,美浦,2021101395,01203,ジャスタウェイ ,サトノアイビス ,Bodemeister ,2.7137023121158643,1
6,4,7,プリズマジコ,牡4,57.0,秋山稔,高橋忠,栗東,2021106077,01181,キズナ ,グラントリノ ,グランデラ Grandera(愛) ,0.7182112734637216,6
7,4,8,スコプルス,牝5,56.0,斎藤,天間,美浦,2020105808,01178,ゴールドシップ ,マイネグレヴィル ,ブライアンズタイム Brian's Time(米) ,1.5506267973550674,2
8,5,9,サトノリアン,牡4,57.0,佐々木,萩原,美浦,2021104155,01197,キズナ ,ホエールキャプチャ ,クロフネ ,1.215645475724137,4
9,5,10,マテンロウゴールド,牡4,57.0,藤岡佑,中内田,栗東,2021105874,01093,レイデオロ ,ルールブリタニア ,ディープインパクト ,-0.05147848440937122,9
10,6,11,マイファミリー,牡4,57.0,黛,深山,美浦,2021103345,01109,ダノンバラード ,ユメノマイホーム ,ストーミングホーム Storming Home(英) ,1.4412886161695486,3
11,6,12,コスモカノア,牝4,52.0,▲川端,大和田,美浦,2021106792,01195,ゴールドシップ ,スウィートレイラニ ,ディープインパクト ,1.1683052062532804,5
12,7,13,ヘザルフェン,牡4,57.0,菊沢,昆,栗東,2021110022,01161,Golden Horn (英) ,Entertainment ,Halling ,0.21612800419917766,7
13,7,14,リメリック,牡4,54.0,▲石神道,宗像,美浦,2021104554,01209,ダノンバラード ,マジックビクトリア ,オペラハウス Opera House(英) ,-1.3957012250514065,11
14,8,15,スピードリッチ,牡4,57.0,丸山,藤岡,栗東,2021105438,01127,ドレフォン Drefong(米) ,エバーシャルマン ,ハーツクライ ,-0.5307798099569719,10
15,8,16,チャイボーグ,牝5,56.0,的場,的場,美浦,2020104778,01108,シャンハイボビー Shanghai Bobby(米) ,アンスタンフィール ,スタチューオブリバティ Statue of Liberty(米) ,-1.8379476666002368,14
