,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ヴァージル,牡3,57.0,高倉,杉山晴,栗東,2022106912,01130,ビッグアーサー ,ストームイメージ ,ダンスインザダーク ,-1.0138581603209378,13
1,1,2,タマモティーカップ,牝3,55.0,長岡,高橋亮,栗東,2022104398,01142,デクラレーションオブウォー ,チャームポット ,フジキセキ ,-0.9060627085876175,12
2,2,3,ユメシバイ,牝3,55.0,永島,松永幹,栗東,2022103880,01187,ディスクリートキャット Discreet Cat(米) ,ファートゥア ,エピファネイア ,-1.7390047700017772,15
3,2,4,ラインパシオン,牝3,55.0,的場,水野,美浦,2022106190,01108,シルバーステート ,イナズマアマリリス ,スエヒロコマンダー ,-2.1623577208140348,16
4,3,5,ロードヴェルト,牡3,57.0,国分恭,牧浦,栗東,2022100639,01124,ロードカナロア ,ナチュラルスタイル ,ディープインパクト ,-0.46107110944295937,8
5,3,6,ゼンダンタカ,牝3,55.0,角田和,角田,栗東,2022106187,01186,アジアエクスプレス ,キョウワヒラリー ,ダイワメジャー ,0.9774462961068944,1
6,4,7,カルプスペルシュ,牝3,55.0,菱田,石坂,栗東,2022104960,01144,シュヴァルグラン ,パロネラ ,ロードカナロア ,-0.5666126373926255,9
7,4,8,セイウンビッグバン,牡3,57.0,杉原,萱野,美浦,2022100737,01135,アドマイヤマーズ ,セイウンメテオ ,Acclamation ,-0.45012470610037725,7
8,5,9,ロッピス,牝3,55.0,黛,伊藤大,美浦,2022103309,01109,グレーターロンドン ,ヴァップ ,ストーミングホーム Storming Home(英) ,-1.2069751999118978,14
9,5,10,オンザブルースカイ,牡3,57.0,小沢,谷,栗東,2022104163,01185,ミスターメロディ ,フロリール ,クロフネ ,0.28531571388502913,4
10,6,11,フウセツ,牡3,57.0,丸山,鈴木慎,美浦,2022101626,01127,サンダースノー Thunder Snow(愛) ,アプト ,アドマイヤムーン ,0.022016451673756734,5
11,6,12,ナムラトロム,牡3,57.0,大野,石栗,美浦,2022106874,01096,アドミラブル ,ナムラモヨ ,ラブリーデイ ,0.30002264768688325,3
12,7,13,エイヨーアメジスト,牝3,55.0,斎藤,牧田,栗東,2022109145,01178,アレスバローズ ,カシノアンバー ,タートルボウル Turtle Bowl(愛) ,-0.8082077159500421,10
13,7,14,エコロハート,牝3,55.0,佐々木,須貝,栗東,2022105212,01197,ストロングリターン ,アップロック ,ハーツクライ ,-0.3524979103420184,6
14,8,15,セルヴァンス,牡3,57.0,菊沢,小椋,栗東,2022100654,01161,モーリス ,ベルフィオーレ ,ディープインパクト ,-0.8959741491639303,11
15,8,16,ドゥアムール,牝3,55.0,藤岡佑,中竹,栗東,2022106666,01093,ロードカナロア ,ルシュクル ,サクラバクシンオー ,0.683365999276234,2
