,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,マイネルティグレ,牡4,58.0,丹内,西園正,栗東,2021106815,01091,スクリーンヒーロー ,マイネエレーナ ,ロージズインメイ Roses in May(米) ,-0.9224891803762855,7
1,2,2,タガノエルピーダ,牝4,56.0,団野,斉藤崇,栗東,2021106550,01180,キズナ ,タガノレヴェントン ,キングカメハメハ ,-1.0507095481173798,8
2,3,3,マラキナイア,牝5,56.0,川田,吉岡,栗東,2020102817,01088,ジャスタウェイ ,カウアイレーン ,キングカメハメハ ,1.8284974505765836,1
3,3,4,ブリュットミレジメ,牡6,58.0,高杉,荒川,栗東,2019102106,01213,コパノリッキー ,ミスマープル ,Sinndar (愛) ,0.5089732152792158,4
4,4,5,ブランデーロック,牡6,58.0,古川吉,青木,美浦,2019107075,01015,マクフィ Makfi(英) ,グローリールピナス ,マーベラスサンデー ,-3.0387649118917444,10
5,4,6,スズカダブル,牡5,58.0,西村淳,西村,栗東,2020106660,01171,バゴ Bago(仏) ,ダブルファンタジー ,ジャイアントレッカー Giant Wrecker(米) ,-3.060672363618707,11
6,5,7,ショウナンアレクサ,牡5,58.0,岩田望,清水久,栗東,2020103271,01174,キズナ ,エセンテペ ,Oratorio ,0.6664669874501259,3
7,5,8,サフィラ,牝4,56.0,松山,池添,栗東,2021105541,01126,ハーツクライ ,サロミナ Salomina(独) ,Lomitas ,-4.75287330277065,14
8,6,9,タイゲン,牡6,58.0,和田竜,平田,栗東,2019105413,01018,アジアエクスプレス ,ベッライリス ,ディープインパクト ,-3.6791417027340514,13
9,6,10,ダークエクリプス,牡6,58.0,松若,今野,栗東,2019106739,01154,ドゥラメンテ ,スターズインハーアイズ Stars In Her Eyes(愛) ,Woodman ,-3.3953204752531416,12
10,7,11,リッケンバッカー,牡7,58.0,川須,西村,栗東,2018103590,01128,ロードカナロア ,シティウェルズ City Wells(加) ,City Zip (米) ,0.26048113449597604,5
11,7,12,アスクビギンアゲン,牡6,58.0,荻野琢,梅田,栗東,2019101079,01112,ハービンジャー Harbinger(英) ,ディープインアスク ,ディープインパクト ,-0.347708767962351,6
12,8,13,ココナッツブラウン,牝5,56.0,幸,上村,栗東,2020101607,00732,キタサンブラック ,ルアーズストリート ,キングカメハメハ ,0.8034462796440884,2
13,8,14,ロマンシングブルー,牝6,56.0,Ａルメート,渡辺,栗東,2019105301,05659,ハーツクライ ,テーブルロンド Table Ronde(愛) ,Astronomer Royal ,-1.9747701239797897,9
