,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,サンブル,牡2,56.0,和田竜,浜田,514(+24),栗東,2023105667,01018,ナダル Nadal(米),マサイマラ Maasai Mara(亜),Orpen,-2.6126640577190736,9
1,1,2,ジャンシ,牡2,56.0,丸山,森秀,470(0),栗東,2023110088,01127,More Than Ready,Autumnal  (米),Forestry,-4.717624684256549,13
2,2,3,ディグニダドレアル,牡2,56.0,秋山稔,宮,470(-8),栗東,2023103308,01181,サトノダイヤモンド  2013 鹿毛  [血統][産駒]  Halo系,アイアムルビー  2007 栗毛  [血統][産駒]  FNo.[1-d],Saint Liam  2000 鹿毛  [血統][産駒],-4.502156571030193,11
3,2,4,ゴーゴーコクラ,牡2,53.0,▲森田,牧田,468(+26),栗東,2023109093,01222,スクワートルスクワート Squirtle Squirt(米),ヒラボクハッピー,タイキシャトル,-0.6359206515465956,3
4,3,5,テルヴィセクス,牡2,56.0,団野,斉藤崇,476(+2),栗東,2023104355,01180,フォーウィールドライブ  Four Wheel Drive(米),ジョリーダンス,ダンスインザダーク,-1.5590087222551223,6
5,3,6,ラムールデュヴォン,牡2,56.0,亀田,堀内,454(-2),美浦,2023109174,01176,ミスチヴィアスアレックス Mischevious Alex(米),オレンジブリーズ,スマートファルコン,-4.559581087799377,12
6,4,7,イイクニパッション,牡2,56.0,内田博,深山,500(+6),美浦,2023100102,00422,ビッグアーサー,シゲルアンドロメダ,Birdstone,-0.6530450657859375,4
7,4,8,ピエナビバサンバ,牡2,56.0,荻野琢,秋山,502(-2),栗東,2023101918,01112,タワーオブロンドン,トーワクリステル,ディープインパクト,-0.4471687747609588,2
8,5,9,メモリーデイズ,牝2,55.0,松若,畑端,450(-4),栗東,2023100628,01154,フィレンツェファイア  2015 鹿毛  [血統][産駒]  Mr. Prospector系,メモリーレーン  2011 栗毛  [血統][産駒]  FNo.[9-f],ダイワメジャー  2001 栗毛  [血統][産駒],-0.8942874520192359,5
9,5,10,クィーンズローズ,牝2,55.0,田口,大橋,476(-6),栗東,2023102634,01208,モーリス  2011 鹿毛  [血統][産駒]  Roberto系,フェイスマーク  2015 鹿毛  [血統][産駒]  FNo.[8-k],ローエングリン  1999 栗毛  [血統][産駒],-2.4381268073951876,8
10,6,11,ウシワカマル,牡2,54.0,△柴田裕,安達,462(+2),栗東,2023105459,01212,マテラスカイ,カマクラ,シンボリクリスエス,-1.8941507004258131,7
11,6,12,アーディアイリ,牝2,52.0,▲田山,緒方,436(+2),栗東,2023102460,01220,クリソベリル  2016 鹿毛  [血統][産駒]  Halo系,オースミマコ  2005 鹿毛  [血統][産駒]  FNo.[16-b],フレンチデピュティ  French Deputy(米)  1992 栗毛  [血統][産駒],0.35496373097069606,1
12,7,13,プレデンシア,牝2,55.0,菱田,中尾,496(+6),栗東,2023100376,01144,ルヴァンスレーヴ,リベラメンテ,ダノンシャンティ,-3.276419679017337,10
13,7,14,アッチョンブリケ,牝2,55.0,斎藤,小椋,438(-4),栗東,2023107504,01178,マテラスカイ,ニシノワン,ウォーエンブレム War Emblem(米),-6.922258111559647,16
14,8,15,ゲキシン,牝2,55.0,高杉,角田,468(+10),栗東,2023105463,01213,マテラスカイ,ブルーファンク,ノヴェリスト  Novellist(愛),-4.7781326266526785,14
15,8,16,スカイピア,牝2,55.0,西村淳,前川,434(0),栗東,2023110026,01171,Palace Pier (英),Sun Bear,Dubawi,-5.385218809468682,15
