,式別,馬番,配当,人気
0,単勝,4,620,3
1,複勝,4,200,3
2,複勝,7,250,5
3,複勝,10,200,4
4,枠連,3-5,890,4
5,馬連,4-7,2200,10
6,ワイド,4-7,730,10
7,ワイド,4-10,640,7
8,ワイド,7-10,810,11
9,馬単,4→7,4070,18
10,3連複,4-7-10,3560,11
11,3連単,4→7→10,22380,81
