,式別,馬番,配当,人気
0,単勝,1,500,3
1,複勝,1,170,3
2,複勝,12,130,1
3,複勝,10,370,8
4,枠連,1-7,1100,5
5,馬連,1-12,1000,2
6,ワイド,1-12,450,2
7,ワイド,1-10,1530,18
8,ワイド,10-12,960,13
9,馬単,1→12,1980,4
10,3連複,1-10-12,4360,13
11,3連単,1→12→10,21110,53
