,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ペガサスジルシ,牝3,55.0,川田,新谷,426(-6),栗東,2023107350,1088,ブリックスアンドモルタル,レネットグルーヴ,キングカメハメハ,0.3648029062407281,5,-0.2210737235095519,4,,1,52.3,84.4,80.0,1
1,1,2,ロゼア,牝3,52.0,▲和田陽,高野,364(-4),栗東,2023104675,1223,キズナ,ゼフィランサス,キングヘイロー,-0.7330527374266894,10,-0.8839721942038089,8,,14,47.1,45.1,45.8,8
2,2,3,スターアライズ,牝3,52.0,▲石神道,大和田,396(-2),美浦,2023106465,1209,ベンバトル,パラノーマル,ステイゴールド,-1.4178482901780023,12,-1.2974600031662342,11,,15,45.1,44.8,43.5,12
3,2,4,フィティテラ,牝3,55.0,岩部,昆,438(+8),栗東,2023104918,726,ダノンプレミアム,アドマイヤエリーズ,ルーラーシップ,-1.4178482901780023,12,-1.2974600031662342,13,,8,44.9,46.1,43.3,14
4,3,5,バチラ,牡3,54.0,▲田山,須貝,474(-8),栗東,2023104937,1220,バゴ,ハッピージュエル,リンカーン,0.3382817236727403,6,-0.2370875332182609,12,,6,45.1,48.3,45.0,9
5,3,6,ファンシーシェイプ,牝3,55.0,酒井,矢野,440(-4),美浦,2023103514,1034,ロゴタイプ,ピンクレガシー,ヴィクトワールピサ,-0.2291823349827219,8,-0.5797291717856523,9,,12,45.8,45.1,44.1,11
6,4,7,エンジョイドアスク,牝3,55.0,ルメール,堀,484(0),美浦,2023103553,5339,エピファネイア,マキシマムドパリ,キングカメハメハ,1.411933299251681,1,0.4111962294194499,1,,3,85.1,55.8,58.8,3
7,4,8,クィーンズウィンク,牝3,55.0,高杉,清水久,452(0),栗東,2023106971,1213,レイデオロ,クィーンズベスト,ワークフォース,0.3799403300012244,4,-0.2119335645834082,6,,11,48.4,45.2,47.6,6
8,5,9,レッドブライトン,牡3,57.0,西村淳,奥村豊,464(0),栗東,2023107357,1171,ミッキーアイル,レーゲンボーゲン,フレンチデピュティ,-1.058441163511728,11,-1.0804456479566475,5,,7,50.0,46.9,53.6,5
9,5,10,マコトアディントン,牡3,57.0,北村友,前川,432(+12),栗東,2023102128,1102,オルフェーヴル,マコトブリジャール,ストーミングホーム,0.6909253079888887,3,-0.0241570864043144,7,,5,48.1,48.8,47.3,7
10,6,11,トゥレネヴェリテ,牡3,54.0,▲森田,中竹,454(-4),栗東,2023104418,1222,コントレイル,ルミエールヴェリテ,Cozzene,-1.5522898333205486,15,-1.3786374274123383,10,,13,45.5,45.1,44.2,10
11,6,12,フキョウワオン,牡3,57.0,佐々木,勢司,470(+10),美浦,2023103971,1197,リアルスティール,ステイホーム,ストロングリターン,0.2564606229436675,7,-0.2864921000724568,2,,4,55.7,51.4,58.6,4
12,7,13,ヘヴンリーサイン,牡3,57.0,丸田,深山,458(-8),美浦,2023106040,1117,エポカドーロ,アグネスエンジェル,ホワイトマズル,-1.5830451077101038,16,-1.3972078327987087,16,,16,44.4,44.5,42.8,16
13,7,14,ゴールドフリーダム,セ3,53.0,★河原田,青木,470(-10),美浦,2023104511,1204,ゴールドアクター,ハチマンダイボサツ,マーベラスサンデー,-0.6311664555976898,9,-0.8224520291449968,14,,10,44.8,45.3,43.3,13
14,8,15,ギオンバヤシ,牡3,54.0,▲小林美,鈴木孝,430(-4),栗東,2023102695,1206,ミッキーアイル,ウスベニノキミ,エイシンフラッシュ,0.7501377227996442,2,0.0115960833776816,3,,2,53.4,57.6,59.0,2
15,8,16,テイスティング,牡3,55.0,◇古川奈,矢作,476(+12),栗東,2023100909,1190,サートゥルナーリア,オーヴィレール,シンボリクリスエス,-1.497424225806666,14,-1.345508912270614,15,,9,44.6,45.4,43.0,15
