,式別,馬番,配当,人気
0,単勝,5,600,4
1,複勝,5,220,4
2,複勝,2,250,5
3,複勝,4,360,7
4,枠連,2-5,1950,10
5,馬連,2-5,1860,8
6,ワイド,2-5,810,13
7,ワイド,4-5,1260,22
8,ワイド,2-4,1500,25
9,馬単,5→2,3800,19
10,3連複,2-4-5,10860,50
11,3連単,5→2→4,52520,246
