,式別,馬番,配当,人気
0,単勝,8,440,3
1,複勝,8,130,2
2,複勝,10,110,1
3,複勝,5,130,3
4,枠連,7-8,400,1
5,馬連,8-10,450,1
6,ワイド,8-10,210,2
7,ワイド,5-8,300,4
8,ワイド,5-10,210,1
9,馬単,8→10,1160,4
10,3連複,5-8-10,600,1
11,3連単,8→10→5,3370,7
