,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040705,1,7,7,キングリア,牡2,55.0,川田,0:1:46.9,,2,2.6,,,栗東 中内田,478(0),芝,1800,良,新馬
202609040705,2,6,6,シホノノービレ,牡2,55.0,岩田望,0:1:47.2,1.1/2,1,2.5,,,栗東 佐藤悠,518(0),芝,1800,良,新馬
202609040705,3,3,3,ニューイントリーグ,牡2,55.0,ルメー,0:1:47.5,2,3,5.1,,,栗東 吉岡,448(0),芝,1800,良,新馬
202609040705,4,8,9,キミアドーネ,牡2,55.0,武豊,0:1:47.7,1,5,21.3,,,栗東 吉村,454(0),芝,1800,良,新馬
202609040705,5,4,4,アヴァロン,牡2,55.0,吉村,0:1:47.7,クビ,6,22.1,,,栗東 清水久,444(0),芝,1800,良,新馬
202609040705,6,8,10,ハナナ,牝2,55.0,坂井,0:1:47.7,クビ,4,6.9,,,栗東 矢作,448(0),芝,1800,良,新馬
202609040705,7,5,5,セブンサークル,牡2,55.0,藤懸,0:1:47.8,1/2,9,118.5,,,栗東 畑端,512(0),芝,1800,良,新馬
202609040705,8,2,2,シンゼンジュウベエ,牡2,55.0,富田,0:1:49.5,10,10,123.0,,,栗東 飯田,454(0),芝,1800,良,新馬
202609040705,9,1,1,ルジェドリール,牡2,55.0,田口,0:1:49.7,1.1/4,8,86.8,,,栗東 鈴木孝,450(0),芝,1800,良,新馬
202609040705,10,7,8,フリーレイン,牝2,55.0,西村淳,0:1:50.0,1.1/2,7,37.5,,,栗東 角田,432(0),芝,1800,良,新馬
