,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040608,1,6,11,リアンマヒナ,牡3,56.0,岩田望,0:1:32.6,,1,2.3,34.0,,栗東 高橋一,438(+2),芝,1600,良,１勝クラス
202609040608,2,1,1,フェルギナス,牡3,56.0,川田,0:1:32.6,クビ,5,9.3,34.1,,栗東 矢作,478(+4),芝,1600,良,１勝クラス
202609040608,3,7,13,パスコード,牝4,56.0,松山,0:1:32.8,1,4,6.1,34.5,,栗東 高柳大,452(+2),芝,1600,良,１勝クラス
202609040608,4,2,2,ペイシャシス,牝3,50.0,★河原田,0:1:33.0,1.1/2,2,4.9,34.2,,栗東 加藤公,402(0),芝,1600,良,１勝クラス
202609040608,5,5,8,ニシノイツキムスメ,牝4,54.0,◇今村,0:1:33.1,1/2,7,28.3,34.8,,栗東 北出,416(+2),芝,1600,良,１勝クラス
202609040608,6,6,10,グランドオーパス,牝3,54.0,北村友,0:1:33.2,3/4,3,5.8,34.5,,栗東 橋口,452(+8),芝,1600,良,１勝クラス
202609040608,7,5,9,ワンダーイロネ,牝4,56.0,高倉,0:1:33.4,1.1/2,10,49.9,34.4,,栗東 渡辺,462(-4),芝,1600,良,１勝クラス
202609040608,8,4,7,ビーチェマーレ,セ3,56.0,西塚,0:1:33.5,3/4,6,23.0,34.6,,栗東 友道,488(-4),芝,1600,良,１勝クラス
202609040608,9,3,4,スリラーナイト,牝3,54.0,斎藤,0:1:33.5,アタマ,9,40.8,34.3,,栗東 長谷川,442(-2),芝,1600,良,１勝クラス
202609040608,10,3,5,ハクサンミレイ,牝3,51.0,▲森田,0:1:34.1,3.1/2,15,247.8,35.0,,美浦 松山,448(-8),芝,1600,良,１勝クラス
202609040608,11,8,14,ランスオブラヴ,牝3,54.0,小沢,0:1:34.1,クビ,13,181.3,35.7,,栗東 奥村豊,452(-2),芝,1600,良,１勝クラス
202609040608,12,7,12,エスティヴァリス,牝3,54.0,酒井,0:1:34.4,1.1/2,11,90.2,36.0,,栗東 高橋康,488(+2),芝,1600,良,１勝クラス
202609040608,13,2,3,カモメガトンダ,牝3,54.0,松若,0:1:34.4,クビ,8,38.1,36.3,,栗東 今野,434(-2),芝,1600,良,１勝クラス
202609040608,14,8,15,アウローラシエル,牡6,55.0,▲和田陽,0:1:34.8,2.1/2,12,170.2,36.7,,栗東 森田,504(-2),芝,1600,良,１勝クラス
202609040608,15,4,6,ヴェントステラーレ,牝4,56.0,秋山稔,0:1:34.8,アタマ,14,237.6,35.6,,栗東 今野,480(0),芝,1600,良,１勝クラス
