,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040605,1,6,10,ミランダスマイル,牝2,55.0,岩田望,0:1:35.6,,2,2.8,34.1,,栗東 寺島,494(0),芝,1600,良,新馬
202609040605,2,4,5,ジョリーエピキュア,牝2,55.0,松山,0:1:35.8,1.1/4,1,2.4,33.5,,栗東 高柳大,408(0),芝,1600,良,新馬
202609040605,3,1,1,キュールエポルト,牝2,55.0,国分恭,0:1:36.0,1.1/4,12,59.8,34.1,,栗東 中尾,474(0),芝,1600,良,新馬
202609040605,4,7,11,シャーロットタウン,牝2,55.0,西塚,0:1:36.1,クビ,3,7.1,34.1,,栗東 藤岡健,450(0),芝,1600,良,新馬
202609040605,5,6,9,イーサンマリーン,牝2,53.0,◇今村,0:1:36.4,2,9,32.5,33.6,,栗東 吉村,422(0),芝,1600,良,新馬
202609040605,6,4,6,クインズローマ,牝2,55.0,藤懸,0:1:36.5,3/4,6,30.0,35.2,,栗東 宮本,460(0),芝,1600,良,新馬
202609040605,7,5,7,ドラーダアスール,牝2,55.0,田口,0:1:36.9,2,13,72.8,34.8,,栗東 鈴木孝,438(0),芝,1600,良,新馬
202609040605,8,3,4,ホワイトパンサー,牝2,55.0,小沢,0:1:37.2,1.3/4,10,33.9,35.6,,栗東 野中,436(0),芝,1600,良,新馬
202609040605,9,8,13,ヴェルソドルチェ,牝2,55.0,斎藤,0:1:37.3,1,4,9.9,34.7,,栗東 茶木,492(0),芝,1600,良,新馬
202609040605,10,5,8,ジーティールーナ,牝2,55.0,幸,0:1:37.4,1/2,11,45.2,35.6,,栗東 緒方,482(0),芝,1600,良,新馬
202609040605,11,7,12,タイセイプリュム,牝2,55.0,鮫島駿,0:1:37.8,2.1/2,8,32.0,35.6,,栗東 西村,432(0),芝,1600,良,新馬
202609040605,12,2,2,アリサ,牝2,55.0,吉村,0:1:37.8,アタマ,5,23.8,36.5,,栗東 千田,418(0),芝,1600,良,新馬
202609040605,13,3,3,ナンヨーカルチャー,牝2,55.0,Ｍデム,0:1:38.3,3,7,31.3,35.6,,栗東 松永幹,416(0),芝,1600,良,新馬
202609040605,14,8,14,メイショウキボウ,牝2,55.0,加藤,0:1:38.8,2.1/2,14,205.6,36.3,,栗東 梅田,444(0),芝,1600,良,新馬
