,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040806,1,7,13,ミランド,牡3,55.0,岩田望,0:1:53.4,,2,4.4,37.8,,栗東 小林,446(0),ダート,1800,良,１勝クラス
202609040806,2,2,4,エイシンマールス,牡4,58.0,荻野極,0:1:53.7,1.3/4,8,15.9,38.2,,栗東 今野,468(+6),ダート,1800,良,１勝クラス
202609040806,3,2,3,ビズロード,セ3,55.0,菱田,0:1:53.8,1,7,14.3,37.3,,栗東 小崎,480(+16),ダート,1800,良,１勝クラス
202609040806,4,4,8,ウルフ,牡3,55.0,松本,0:1:53.9,1/2,1,3.4,38.2,,栗東 渡辺,504(+10),ダート,1800,良,１勝クラス
202609040806,5,1,2,ケイアイアマゾン,牡3,55.0,藤懸,0:1:54.0,1/2,5,12.5,38.2,,栗東 秋山,478(0),ダート,1800,良,１勝クラス
202609040806,6,8,15,ララオウ,牝3,52.0,☆田山,0:1:54.1,1/2,4,7.2,38.2,,栗東 須貝,492(-8),ダート,1800,良,１勝クラス
202609040806,7,3,5,シーリュウシー,牡5,58.0,小沢,0:1:54.3,1,13,141.7,38.2,,栗東 岡田,496(-8),ダート,1800,良,１勝クラス
202609040806,8,5,9,モズプリヴェール,牡4,58.0,松山,0:1:54.5,1.1/4,9,21.3,38.5,,栗東 森田,486(-2),ダート,1800,良,１勝クラス
202609040806,9,4,7,ブルーストレイル,牡5,58.0,城戸,0:1:55.5,6,16,388.8,38.5,,栗東 荒川,464(+2),ダート,1800,良,１勝クラス
202609040806,10,3,6,サンマルミッション,セ5,58.0,田村,0:1:56.1,3.1/2,15,334.5,38.6,,栗東 畑端,444(-4),ダート,1800,良,１勝クラス
202609040806,11,1,1,ランドブレイブ,牡4,58.0,国分恭,0:1:56.2,1/2,14,278.2,39.5,,栗東 安達,484(-8),ダート,1800,良,１勝クラス
202609040806,12,6,12,ワルトシュタイン,牡3,55.0,松若,0:1:56.2,クビ,10,33.3,40.8,,栗東 佐藤悠,488(+6),ダート,1800,良,１勝クラス
202609040806,13,5,10,メイショウペイト,牡3,55.0,加藤,0:1:56.4,1.1/4,11,46.0,40.1,,栗東 梅田,530(+8),ダート,1800,良,１勝クラス
202609040806,14,7,14,ダノンアンドレ,牡3,55.0,鮫島駿,0:1:56.5,クビ,12,94.0,40.0,,栗東 高柳大,442(-5),ダート,1800,良,１勝クラス
202609040806,15,6,11,ブリオメンテ,牡5,58.0,武豊,0:1:56.5,クビ,3,5.2,40.6,,栗東 千田,558(-12),ダート,1800,良,１勝クラス
202609040806,16,8,16,シオンダンサー,牝3,53.0,北村友,0:1:56.7,1.1/4,6,14.2,41.4,,栗東 斉藤崇,468(+4),ダート,1800,良,１勝クラス
