,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040803,1,2,3,ニクスルーナ,牝2,55.0,岩田望,0:1:21.1,,2,3.5,34.2,,栗東 高柳大,500(0),芝,1400,良,未勝利
202609040803,2,6,10,フォルトゥナロッサ,牝2,55.0,浜中,0:1:21.1,クビ,4,7.6,34.6,,栗東 武幸,458(-8),芝,1400,良,未勝利
202609040803,3,1,1,プリンキピッサ,牝2,55.0,西村淳,0:1:21.6,2.1/2,1,3.0,35.3,,栗東 高野,458(+10),芝,1400,良,未勝利
202609040803,4,3,5,マーゴットマシェリ,牝2,55.0,池添,0:1:21.7,1/2,3,4.6,34.8,,栗東 小林,462(0),芝,1400,良,未勝利
202609040803,5,5,9,リボンロゼッタ,牝2,55.0,川須,0:1:21.8,1/2,8,48.7,35.2,,栗東 秋山,448(+14),芝,1400,良,未勝利
202609040803,6,6,11,ヤマニンアルセド,牝2,54.0,☆田山,0:1:22.0,1.1/2,9,53.3,35.3,,栗東 長谷川,416(+2),芝,1400,良,未勝利
202609040803,7,4,6,スクールディーヴァ,牝2,55.0,Ｍデム,0:1:22.1,クビ,7,27.8,34.6,,栗東 斉藤崇,426(+4),芝,1400,良,未勝利
202609040803,8,4,7,ベルメグスタ,牝2,55.0,幸,0:1:22.2,1,12,122.6,36.0,,栗東 森田,392(-6),芝,1400,良,未勝利
202609040803,9,8,14,ヴィヴィアンリーチ,牝2,55.0,松若,0:1:22.4,1.1/4,10,56.1,36.1,,栗東 東田,430(0),芝,1400,良,未勝利
202609040803,10,2,2,スマートエール,牝2,55.0,高倉,0:1:22.4,クビ,5,10.4,36.3,,栗東 渡辺,404(0),芝,1400,良,未勝利
202609040803,11,3,4,ビエントゾンダ,牝2,55.0,松山,0:1:23.1,4,6,12.7,36.1,,栗東 武英,478(+6),芝,1400,良,未勝利
202609040803,12,5,8,リンピッド,牝2,55.0,富田,0:1:23.2,1/2,15,350.7,36.0,,栗東 飯田,482(0),芝,1400,良,未勝利
202609040803,13,7,12,ラガーレッドムーン,牝2,52.0,▲森田,0:1:23.9,4,13,265.2,35.4,,栗東 池添,472(-18),芝,1400,良,未勝利
202609040803,14,8,15,シガレス,牝2,52.0,▲和田陽,0:1:24.1,1.1/2,11,118.8,35.6,,栗東 武幸,438(-6),芝,1400,良,未勝利
202609040803,15,7,13,モンドドゥアムール,牝2,53.0,◇永島,0:1:26.1,大,14,272.6,39.4,,栗東 高橋康,412(-2),芝,1400,良,未勝利
