,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040504,1,6,8,オオキニ,セ7,60.0,森一,0:3:27.4,,4,13.0,13.2,,栗東 鈴木孝,472(+4),障害,3140,良,オープン
202609040504,2,2,2,ジューンベロシティ,牡8,61.0,高田,0:3:28.0,3.1/2,2,3.0,13.2,,栗東 武英,474(-8),障害,3140,良,オープン
202609040504,3,4,4,アトラクティーボ,牡7,60.0,坂口,0:3:29.3,8,7,53.1,13.3,,美浦 武藤,540(-6),障害,3140,良,オープン
202609040504,4,3,3,シホノスペランツァ,牡7,61.0,小牧加,0:3:29.9,3.1/2,3,11.5,13.4,,栗東 寺島,482(+4),障害,3140,良,オープン
202609040504,5,5,5,ホウオウプロサンゲ,牡5,60.0,小野寺,0:3:29.9,クビ,1,1.7,13.4,,栗東 矢作,500(-4),障害,3140,良,オープン
202609040504,6,7,10,ロードリベラシオン,牡4,60.0,五十嵐,0:3:30.0,1/2,6,18.3,13.4,,美浦 尾形,510(0),障害,3140,良,オープン
202609040504,7,8,12,モンツァフレイバー,牡4,60.0,草野,0:3:30.4,2,5,16.5,13.4,,美浦 久保田,464(0),障害,3140,良,オープン
202609040504,8,8,11,トーアモルペウス,セ6,60.0,大江圭,0:3:32.1,10,11,114.7,13.5,,美浦 辻,478(-2),障害,3140,良,オープン
202609040504,9,5,6,ヴァランセカズマ,牡9,60.0,江田勇,0:3:33.2,7,12,200.7,13.6,,美浦 蛯名利,512(+12),障害,3140,良,オープン
202609040504,10,6,7,ネイチャーシップ,牡8,60.0,伴,0:3:34.9,10,9,85.8,13.7,,美浦 畠山,498(-8),障害,3140,良,オープン
202609040504,11,7,9,アルヴィア,牡5,60.0,上野,0:3:35.7,5,10,108.7,13.7,,美浦 和田雄,480(+2),障害,3140,良,オープン
202609040504,12,1,1,ドラギニャン,牡4,60.0,井上,0:3:43.3,大,8,83.8,14.2,,栗東 河嶋,422(+10),障害,3140,良,オープン
