,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040708,1,3,3,ロードアルディート,牡4,58.0,ルメー,0:1:55.3,,1,2.7,,,栗東 武幸,454(+2),ダート,1800,良,１勝クラス
202609040708,2,6,7,レッドフレーザー,牡3,55.0,坂井,0:1:55.4,クビ,2,3.6,,,栗東 矢作,494(-4),ダート,1800,良,１勝クラス
202609040708,3,2,2,レーンアジリティ,牡4,58.0,高倉,0:1:55.7,1.3/4,9,26.6,,,栗東 中尾,472(-4),ダート,1800,良,１勝クラス
202609040708,4,8,11,ラテライト,牝4,56.0,田口,0:1:55.7,クビ,7,16.8,,,栗東 橋田,466(+2),ダート,1800,良,１勝クラス
202609040708,5,4,4,アメリカンバー,牡4,58.0,富田,0:1:55.9,1.1/4,3,7.1,,,栗東 宮地,498(-4),ダート,1800,良,１勝クラス
202609040708,6,5,5,メイショウカスガイ,牡4,58.0,角田和,0:1:56.2,2,5,11.7,,,栗東 角田,504(+8),ダート,1800,良,１勝クラス
202609040708,7,7,9,クレスコドルフィン,牡4,58.0,中井,0:1:56.3,クビ,12,200.2,,,栗東 羽月,520(-2),ダート,1800,良,１勝クラス
202609040708,8,7,10,エアフォースワン,牡7,58.0,菱田,0:1:56.3,クビ,8,23.0,,,栗東 大根田,474(+6),ダート,1800,良,１勝クラス
202609040708,9,5,6,ディニテ,牡4,58.0,岩田望,0:1:56.3,ハナ,4,7.1,,,栗東 辻野,502(-6),ダート,1800,良,１勝クラス
202609040708,10,1,1,キタノサワヤカ,牡4,57.0,☆田山,0:1:56.3,ハナ,11,142.0,,,栗東 吉田,452(-16),ダート,1800,良,１勝クラス
202609040708,11,8,12,リリーサンダー,牡3,55.0,小沢,0:1:56.5,1,10,51.5,,,栗東 緒方,416(-10),ダート,1800,良,１勝クラス
202609040708,12,6,8,オーレアミスト,セ4,58.0,幸,0:1:56.6,1/2,6,14.2,,,栗東 井上,478(-4),ダート,1800,良,１勝クラス
