,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040704,1,8,15,ワンスフォーユー,牝2,54.0,☆田山,0:1:25.2,,1.0,3.8,37.0,,栗東 高橋亮,474(0),ダート,1400,良,新馬
202609040704,2,5,9,ナイスウーマン,牝2,52.0,▲和田陽,0:1:27.7,大,10.0,40.2,40.0,,栗東 鈴木孝,404(0),ダート,1400,良,新馬
202609040704,3,7,12,サノノマリーナ,牝2,55.0,坂井,0:1:28.0,1.1/2,5.0,8.0,40.5,,栗東 前川,452(0),ダート,1400,良,新馬
202609040704,4,6,11,ジョイザモーメント,牝2,55.0,岩田望,0:1:28.1,1/2,3.0,4.7,38.6,,栗東 橋田,490(0),ダート,1400,良,新馬
202609040704,5,5,8,マヒナピハ,牝2,55.0,小沢,0:1:28.7,3.1/2,14.0,214.5,39.2,,栗東 緒方,446(0),ダート,1400,良,新馬
202609040704,6,1,1,エイントノーウェイ,牝2,55.0,川田,0:1:28.8,3/4,2.0,3.8,38.4,,栗東 須貝,462(0),ダート,1400,良,新馬
202609040704,7,3,5,レジェンディーヴァ,牝2,55.0,長岡,0:1:28.8,ハナ,11.0,44.3,41.1,,栗東 高橋亮,434(0),ダート,1400,良,新馬
202609040704,8,7,13,パクスフェリーチェ,牝2,55.0,西村淳,0:1:29.0,1.1/4,6.0,27.0,39.3,,栗東 角田,442(0),ダート,1400,良,新馬
202609040704,9,3,4,ジェルメーヌ,牝2,55.0,田口,0:1:29.2,1.1/2,8.0,33.9,41.0,,栗東 中尾,476(0),ダート,1400,良,新馬
202609040704,10,2,3,スウィートライト,牝2,55.0,松山,0:1:29.3,クビ,4.0,5.2,41.8,,栗東 橋口,468(0),ダート,1400,良,新馬
202609040704,11,6,10,リケアワルツ,牝2,55.0,吉村,0:1:29.5,1.1/4,7.0,27.3,40.5,,栗東 宮本,458(0),ダート,1400,良,新馬
202609040704,12,2,2,ワインオクロック,牝2,55.0,北村友,0:1:30.7,7,12.0,60.4,42.4,,栗東 柴田,450(0),ダート,1400,良,新馬
202609040704,13,4,6,キミチャン,牝2,55.0,鮫島駿,0:1:32.0,8,9.0,35.5,42.9,,栗東 加藤公,504(0),ダート,1400,良,新馬
202609040704,14,8,14,アプリコットスカイ,牝2,55.0,幸,0:1:34.0,大,13.0,128.1,45.9,,栗東 大根田,428(0),ダート,1400,良,新馬
202609040704,除外,4,7,テーオーローズ,牝2,55.0,菱田,,,,,,,栗東 岡田,474(0),ダート,1400,良,新馬
