,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040510,1,7,12,ビーアイフォルテ,牝4,56.0,鮫島駿,0:1:08.5,,14,248.9,33.7,,栗東 牧田,450(+2),芝,1200,良,２勝クラス
202609040510,2,3,4,ノボリリア,牝4,56.0,武豊,0:1:08.5,アタマ,2,3.2,33.5,,栗東 石橋,444(+2),芝,1200,良,２勝クラス
202609040510,3,5,8,サンライズプルート,牡6,58.0,吉村,0:1:08.7,1,11,73.0,33.4,,栗東 東田,488(+14),芝,1200,良,２勝クラス
202609040510,4,2,2,スネーフリンガ,牝4,56.0,幸,0:1:08.8,3/4,6,17.6,33.8,,栗東 森田,462(+4),芝,1200,良,２勝クラス
202609040510,5,4,6,リヴァイ,牡3,56.0,西村淳,0:1:08.9,3/4,1,2.3,33.3,,栗東 高野,510(-2),芝,1200,良,２勝クラス
202609040510,6,4,7,タガノアンファン,牡4,58.0,岩田望,0:1:09.0,3/4,3,7.0,33.6,,栗東 石坂,478(+2),芝,1200,良,２勝クラス
202609040510,7,6,10,ヒーローインチーフ,セ5,58.0,松若,0:1:09.2,3/4,7,31.4,33.2,,栗東 吉田,448(+2),芝,1200,良,２勝クラス
202609040510,8,7,13,ウチュウノセカイ,牡3,56.0,秋山稔,0:1:09.2,クビ,9,47.4,34.0,,美浦 青木,492(-2),芝,1200,良,２勝クラス
202609040510,9,1,1,タマモブラウンタイ,牡4,58.0,松山,0:1:09.2,クビ,4,7.4,33.6,,栗東 角田,468(-10),芝,1200,良,２勝クラス
202609040510,10,8,14,ヤマニンレセディ,牝4,56.0,角田和,0:1:09.4,1,13,208.8,33.6,,栗東 長谷川,468(-4),芝,1200,良,２勝クラス
202609040510,11,6,11,ミキノバカラ,牡4,58.0,西塚,0:1:09.4,ハナ,8,46.3,34.0,,栗東 大橋,484(-6),芝,1200,良,２勝クラス
202609040510,12,3,5,ダノンキラウェア,牡5,58.0,中井,0:1:09.5,3/4,5,14.9,33.7,,栗東 中内田,476(+4),芝,1200,良,２勝クラス
202609040510,13,2,3,ハルオーブ,牡6,58.0,酒井,0:1:09.6,1/2,12,78.1,33.7,,美浦 武井,476(+4),芝,1200,良,２勝クラス
202609040510,14,8,15,インフローレ,牝4,56.0,Ｍデム,0:1:09.8,1.1/2,10,63.0,33.7,,栗東 寺島,446(+4),芝,1200,良,２勝クラス
202609040510,15,5,9,ジューンキートス,牝3,54.0,小谷哲,0:1:11.1,8,15,301.6,34.4,,地方 碇清次,426(-8),芝,1200,良,２勝クラス
