,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040607,1,7,9,ユキノクラウン,牡4,58.0,斎藤,0:1:52.6,,7,20.8,,,栗東 長谷川,522(+2),ダート,1800,良,１勝クラス
202609040607,2,8,11,マーゴットバディ,セ3,55.0,鮫島駿,0:1:52.9,1.1/2,4,6.2,,,栗東 石坂,494(-4),ダート,1800,良,１勝クラス
202609040607,3,1,1,ココロヅヨサ,牡3,55.0,浜中,0:1:53.1,1.1/4,2,3.9,,,栗東 田中克,462(+2),ダート,1800,良,１勝クラス
202609040607,4,3,3,ルファーダ,牡3,55.0,幸,0:1:53.8,4,6,15.8,,,栗東 大根田,494(+2),ダート,1800,良,１勝クラス
202609040607,5,5,6,テーオーカイザー,牡3,55.0,川田,0:1:54.0,1.1/4,3,4.0,,,栗東 高柳大,500(0),ダート,1800,良,１勝クラス
202609040607,6,5,5,マコトアディントン,牡3,55.0,松山,0:1:54.1,クビ,1,3.1,,,栗東 前川,432(-6),ダート,1800,良,１勝クラス
202609040607,7,6,8,モズプリヴェール,牡4,58.0,松若,0:1:54.1,アタマ,5,13.6,,,栗東 森田,488(+6),ダート,1800,良,１勝クラス
202609040607,8,4,4,テイエムスターラン,牡3,55.0,高倉,0:1:54.8,4,9,26.4,,,栗東 小椋,516(-6),ダート,1800,良,１勝クラス
202609040607,9,8,12,タイセイリアル,牡5,58.0,小沢,0:1:55.1,1.1/2,8,23.6,,,栗東 矢作,460(+18),ダート,1800,良,１勝クラス
202609040607,10,6,7,ブルーストレイル,牡5,58.0,城戸,0:1:55.1,クビ,12,300.2,,,栗東 荒川,462(-2),ダート,1800,良,１勝クラス
202609040607,11,2,2,マーベリックシチー,牡5,58.0,国分恭,0:1:56.0,5,10,225.9,,,栗東 岡田,470(-8),ダート,1800,良,１勝クラス
202609040607,12,7,10,サンマルミッション,セ5,58.0,田村,0:1:56.0,クビ,11,292.1,,,栗東 畑端,448(-2),ダート,1800,良,１勝クラス
