,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040601,1,8,12,ブラックシールド,牡7,60.0,小牧加,0:3:24.1,,3,5.0,13.7,,栗東 小栗,476(+4),障害,2970,良,未勝利
202609040601,2,7,9,アウスヴァール,セ8,60.0,森一,0:3:24.2,1/2,1,2.7,13.8,,栗東 昆,496(-2),障害,2970,良,未勝利
202609040601,3,4,4,ハッピーダンチャン,牡4,60.0,小野寺,0:3:28.2,大,8,34.2,14.0,,栗東 小椋,468(+10),障害,2970,良,未勝利
202609040601,4,7,10,ジロラータ,牡4,60.0,草野,0:3:28.3,3/4,6,11.6,14.0,,美浦 久保田,470(-14),障害,2970,良,未勝利
202609040601,5,2,2,オリンポスカズマ,牡6,60.0,小坂,0:3:28.4,1/2,5,9.7,14.0,,栗東 平田,524(0),障害,2970,良,未勝利
202609040601,6,5,5,ヤマニンエンディマ,牡6,60.0,大江圭,0:3:28.5,3/4,7,25.7,14.0,,美浦 辻,504(-4),障害,2970,良,未勝利
202609040601,7,1,1,アナザーエース,牡6,57.0,▲井上,0:3:28.6,クビ,2,4.6,14.0,,栗東 宮,524(+8),障害,2970,良,未勝利
202609040601,8,6,7,ホウオウスターツ,セ4,57.0,▲水沼,0:3:28.7,3/4,9,35.6,14.1,,美浦 天間,460(-4),障害,2970,良,未勝利
202609040601,9,8,11,クロライナ,セ4,60.0,田村太,0:3:28.9,1,10,68.0,14.1,,美浦 室井,476(-2),障害,2970,良,未勝利
202609040601,10,6,8,メイショウヘール,牡5,60.0,中村,0:3:29.3,2.1/2,4,6.7,14.1,,栗東 大橋,490(+14),障害,2970,良,未勝利
202609040601,11,5,6,アスクアットバット,セ4,60.0,黒岩,0:3:35.5,大,12,108.1,14.5,,栗東 加藤公,488(+14),障害,2970,良,未勝利
202609040601,12,3,3,ヘイマー,牡3,58.0,上野,0:3:43.4,大,11,98.3,15.0,,美浦 伊藤伸,508(-11),障害,2970,良,未勝利
