,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040703,1,5,6,ノヴァーリス,牝2,55.0,岩田望,0:1:08.6,,2,6.2,,,栗東 安田,472(+2),芝,1200,良,未勝利
202609040703,2,6,9,カツダルマ,牡2,55.0,幸,0:1:09.5,5,1,1.7,,,栗東 秋山,512(+4),芝,1200,良,未勝利
202609040703,3,7,10,メイショウスパーク,牡2,55.0,太宰,0:1:09.6,1/2,12,98.2,,,栗東 飯田,464(+6),芝,1200,良,未勝利
202609040703,4,3,3,コジアン,牡2,55.0,吉村,0:1:09.6,クビ,4,8.4,,,栗東 小椋,444(+8),芝,1200,良,未勝利
202609040703,5,4,4,エルダークローネ,牡2,54.0,☆田山,0:1:09.6,クビ,3,7.1,,,栗東 西村,456(-6),芝,1200,良,未勝利
202609040703,6,8,13,ココモフィーバー,牝2,55.0,池添,0:1:09.9,1.3/4,5,17.2,,,栗東 池添,424(+10),芝,1200,良,未勝利
202609040703,7,1,1,アトランタ,牡2,55.0,松山,0:1:10.0,アタマ,8,31.3,,,栗東 高柳大,418(-8),芝,1200,良,未勝利
202609040703,8,6,8,キャンドル,牝2,55.0,横山琉,0:1:10.0,クビ,9,48.3,,,栗東 清水久,446(+8),芝,1200,良,未勝利
202609040703,9,8,12,ミライノシャチョウ,牝2,55.0,松本,0:1:10.0,アタマ,6,20.1,,,栗東 森秀,506(0),芝,1200,良,未勝利
202609040703,10,5,7,カフジポポー,牡2,55.0,松若,0:1:10.2,1,11,95.7,,,栗東 森田,466(-2),芝,1200,良,未勝利
202609040703,11,7,11,コメットサン,牝2,55.0,鮫島駿,0:1:10.4,1.1/2,10,52.3,,,栗東 西園翔,440(-2),芝,1200,良,未勝利
202609040703,12,2,2,メイショウレイナ,牝2,53.0,◇永島,0:1:10.7,1.1/2,13,137.7,,,栗東 池添,416(-8),芝,1200,良,未勝利
202609040703,13,4,5,ケンシロウワールド,牡2,52.0,▲和田陽,0:1:11.4,4,7,22.0,,,栗東 森秀,520(+2),芝,1200,良,未勝利
