,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040810,1,1,1,ヴォーカライズ,牡3,56.0,田山,0:1:33.5,,1,2.2,33.7,,栗東 高野,496(+2),芝,1600,良,２勝クラス
202609040810,2,2,2,ストップザタイム,セ7,58.0,幸,0:1:33.7,1.1/2,3,6.9,34.1,,栗東 緒方,504(-2),芝,1600,良,２勝クラス
202609040810,3,7,11,ジーティーマン,牡4,58.0,西村淳,0:1:33.7,アタマ,2,4.6,33.0,,栗東 小栗,502(-6),芝,1600,良,２勝クラス
202609040810,4,4,6,オーシャントライブ,セ6,58.0,小沢,0:1:33.8,クビ,13,92.5,33.7,,栗東 高柳大,454(-8),芝,1600,良,２勝クラス
202609040810,5,5,8,ショウナンバルドル,セ4,58.0,岩田望,0:1:33.9,3/4,4,9.2,34.0,,栗東 須貝,504(+2),芝,1600,良,２勝クラス
202609040810,6,8,14,アイガーリー,牡3,56.0,菱田,0:1:34.0,1/2,6,19.0,33.3,,栗東 秋山,446(+8),芝,1600,良,２勝クラス
202609040810,7,3,3,テーオーシュタイン,牡4,58.0,藤懸,0:1:34.1,1/2,7,20.6,34.5,,栗東 梅田,466(+6),芝,1600,良,２勝クラス
202609040810,8,5,7,ウィルサヴァイブ,牝4,56.0,横山典,0:1:34.2,1/2,8,21.0,33.7,,栗東 須貝,442(-2),芝,1600,良,２勝クラス
202609040810,9,4,5,シーミハットク,牡3,56.0,高杉,0:1:34.3,1/2,5,10.8,34.4,,栗東 寺島,490(-2),芝,1600,良,２勝クラス
202609040810,10,8,13,ツーネサーン,牡5,58.0,富田,0:1:34.3,クビ,11,74.9,34.2,,栗東 矢作,518(-4),芝,1600,良,２勝クラス
202609040810,11,3,4,アジュマン,牡4,58.0,鮫島駿,0:1:34.4,1/2,9,31.0,34.1,,栗東 石坂,484(-8),芝,1600,良,２勝クラス
202609040810,12,7,12,スナークピカソ,牡4,58.0,吉村,0:1:34.6,1.1/4,14,103.2,34.9,,栗東 高橋一,476(0),芝,1600,良,２勝クラス
202609040810,13,6,9,ストームサンダー,牡3,56.0,斎藤,0:1:34.6,ハナ,12,87.8,34.2,,栗東 安達,468(-6),芝,1600,良,２勝クラス
202609040810,14,6,10,フェイトライン,牡4,58.0,坂井,0:1:35.0,2,10,69.5,34.3,,栗東 斉藤崇,520(-8),芝,1600,良,２勝クラス
