,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040812,1,3,6,ゴールデンバランス,牡3,53.0,▲和田陽,0:1:11.3,,2,3.9,36.4,,栗東 杉山晴,518(-4),ダート,1200,良,２勝クラス
202609040812,2,4,7,タイセイディアマン,牡4,58.0,岩田望,0:1:11.4,クビ,1,3.1,36.3,,栗東 大橋,464(-2),ダート,1200,良,２勝クラス
202609040812,3,8,16,ダズリングダンス,セ6,58.0,川須,0:1:11.4,クビ,3,7.4,36.2,,栗東 小椋,494(+2),ダート,1200,良,２勝クラス
202609040812,4,1,2,レッドレベンディス,牡3,56.0,武豊,0:1:12.3,5,4,7.8,36.6,,栗東 庄野,448(+2),ダート,1200,良,２勝クラス
202609040812,5,6,11,キャッチアシーフ,牡3,52.0,★河原田,0:1:12.3,クビ,7,16.5,36.6,,栗東 佐藤悠,526(-2),ダート,1200,良,２勝クラス
202609040812,6,3,5,ブルーノート,牡7,58.0,藤懸,0:1:12.5,1.1/4,15,195.0,36.1,,栗東 梅田,502(+2),ダート,1200,良,２勝クラス
202609040812,7,6,12,アスゴッド,牡4,56.0,◇古川奈,0:1:12.6,クビ,13,130.9,36.3,,栗東 矢作,502(+2),ダート,1200,良,２勝クラス
202609040812,8,7,14,ヒットミー,牝4,56.0,荻野極,0:1:12.8,1,6,11.9,37.3,,美浦 鹿戸,472(-6),ダート,1200,良,２勝クラス
202609040812,9,5,9,シュバルツガイスト,牡6,56.0,◇今村,0:1:12.9,3/4,12,125.3,36.8,,美浦 手塚徳,500(-2),ダート,1200,良,２勝クラス
202609040812,10,2,4,ザウリ,牡7,58.0,松若,0:1:13.1,1,10,37.6,37.0,,栗東 森田,530(-2),ダート,1200,良,２勝クラス
202609040812,11,4,8,インディゴアスール,牡4,58.0,松山,0:1:13.2,3/4,5,8.9,37.8,,栗東 鈴木孝,532(-2),ダート,1200,良,２勝クラス
202609040812,12,5,10,ニホンピロカラット,牡5,58.0,田口,0:1:13.4,1.1/4,8,22.0,37.9,,栗東 大橋,522(+2),ダート,1200,良,２勝クラス
202609040812,13,7,13,ランドスター,牡3,54.0,◇永島,0:1:13.6,3/4,11,53.5,37.7,,美浦 柄崎,494(-6),ダート,1200,良,２勝クラス
202609040812,14,2,3,タイセイピューマ,牡5,58.0,大野,0:1:13.6,クビ,14,158.9,36.9,,美浦 新開,482(0),ダート,1200,良,２勝クラス
202609040812,15,8,15,ストロングボンド,セ3,56.0,吉田隼,0:1:13.7,1/2,16,380.4,37.0,,美浦 菊川,438(-2),ダート,1200,良,２勝クラス
202609040812,16,1,1,スターウェーブ,セ4,58.0,三浦,0:1:15.6,大,9,26.7,40.1,,美浦 武井,502(+8),ダート,1200,良,２勝クラス
