,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040604,1,6,10,フィリップヴィル,牡2,55.0,岩田望,0:1:13.8,,1,1.7,37.6,,栗東 茶木,494(0),ダート,1200,良,新馬
202609040604,2,2,3,テリオスベラ,牝2,55.0,松山,0:1:14.5,4,2,7.1,38.0,,栗東 松下,452(0),ダート,1200,良,新馬
202609040604,3,7,12,レグルスロウ,牡2,55.0,浜中,0:1:14.7,1.1/4,5,15.3,38.4,,栗東 藤野,428(0),ダート,1200,良,新馬
202609040604,4,7,13,トリオハピネス,牡2,55.0,川又,0:1:15.2,3,3,7.8,38.6,,栗東 佐藤悠,482(0),ダート,1200,良,新馬
202609040604,5,3,5,スイートモンブラン,牝2,55.0,田口,0:1:15.6,2.1/2,7,20.6,38.6,,栗東 松下,456(0),ダート,1200,良,新馬
202609040604,6,5,9,ホットハニーラグ,牝2,55.0,高杉,0:1:15.6,クビ,6,20.5,37.5,,栗東 寺島,448(0),ダート,1200,良,新馬
202609040604,7,3,4,ダイユウエゾフジ,牡2,52.0,▲森田,0:1:15.7,アタマ,15,204.1,37.2,,栗東 荒川,490(0),ダート,1200,良,新馬
202609040604,8,8,14,バトゥル,牡2,55.0,小沢,0:1:15.7,アタマ,11,65.7,38.5,,栗東 浜田,470(0),ダート,1200,良,新馬
202609040604,9,1,1,ナムラモモタロー,牡2,55.0,幸,0:1:15.9,1,8,27.6,38.6,,栗東 羽月,486(0),ダート,1200,良,新馬
202609040604,10,8,15,エスアンヴィユ,牡2,55.0,斎藤,0:1:16.1,1.1/2,9,34.7,38.6,,栗東 高橋一,470(0),ダート,1200,良,新馬
202609040604,11,5,8,ペンタクルクイーン,牝2,53.0,◇永島,0:1:16.3,1.1/2,4,9.2,38.7,,栗東 吉田,442(0),ダート,1200,良,新馬
202609040604,12,2,2,ベルウッドスーパー,牡2,55.0,菱田,0:1:16.7,2.1/2,12,97.6,39.4,,美浦 田中勝,428(0),ダート,1200,良,新馬
202609040604,13,4,6,レタートゥブリッジ,牝2,53.0,△柴田裕,0:1:20.0,大,10,45.5,40.1,,栗東 橋田,428(0),ダート,1200,良,新馬
202609040604,14,4,7,リュコス,牡2,52.0,▲和田陽,0:1:20.3,1.1/2,14,178.6,40.8,,栗東 緒方,464(0),ダート,1200,良,新馬
202609040604,15,6,11,キタノゲートウェイ,牡2,55.0,井上,0:1:23.0,大,13,175.2,40.6,,栗東 吉田,462(0),ダート,1200,良,新馬
