,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040610,1,7,12,サンライズケヴィン,牡3,55.0,松若,0:1:53.5,,2,3.6,37.1,,栗東 平田,500(0),ダート,1800,良,２勝クラス
202609040610,2,3,5,ソルチェリア,牡3,55.0,幸,0:1:54.1,3.1/2,1,3.4,37.8,,栗東 大根田,502(-2),ダート,1800,良,２勝クラス
202609040610,3,2,2,マシン,牡3,55.0,川田,0:1:54.4,1.1/2,4,7.1,37.9,,栗東 石坂,474(0),ダート,1800,良,２勝クラス
202609040610,4,6,11,アートレスマインド,牡4,58.0,北村友,0:1:54.4,アタマ,6,14.7,37.7,,栗東 坂口,486(+6),ダート,1800,良,２勝クラス
202609040610,5,8,14,タイガースパーク,牡6,58.0,田口,0:1:54.7,2,8,25.8,37.6,,栗東 大橋,452(+6),ダート,1800,良,２勝クラス
202609040610,6,8,15,テイエムパイロット,牡4,58.0,柴田裕,0:1:54.8,クビ,7,17.8,38.1,,栗東 秋山,506(-2),ダート,1800,良,２勝クラス
202609040610,7,5,9,フラッシング,牡5,58.0,Ｍデム,0:1:54.8,クビ,10,79.6,38.0,,栗東 牧浦,484(+4),ダート,1800,良,２勝クラス
202609040610,8,4,6,ニシノジェダイ,牡4,58.0,田山,0:1:54.9,クビ,5,8.7,37.6,,栗東 宮本,470(-12),ダート,1800,良,２勝クラス
202609040610,9,2,3,ゼンエスポワール,牡4,58.0,角田和,0:1:55.4,3,3,5.0,38.6,,栗東 飯田,518(+8),ダート,1800,良,２勝クラス
202609040610,10,1,1,クリノラピダス,牡4,58.0,酒井,0:1:55.4,アタマ,12,104.1,37.8,,栗東 谷,456(-10),ダート,1800,良,２勝クラス
202609040610,11,5,8,エリカヴェネチア,牝5,56.0,高杉,0:1:55.7,2,11,96.4,38.3,,栗東 吉岡,510(0),ダート,1800,良,２勝クラス
202609040610,12,6,10,ヒデノレインボー,牡7,58.0,藤懸,0:1:55.8,1/2,13,168.9,39.2,,栗東 梅田,488(-12),ダート,1800,良,２勝クラス
202609040610,13,7,13,チムニートップス,牡4,58.0,小沢,0:1:55.8,アタマ,14,169.5,38.8,,栗東 池添,496(+6),ダート,1800,良,２勝クラス
202609040610,14,4,7,ゼットレジーナ,牝5,56.0,国分恭,0:1:56.5,4,15,201.6,39.5,,栗東 吉田,450(+16),ダート,1800,良,２勝クラス
202609040610,15,3,4,ハイディージェン,セ5,58.0,西塚,0:1:56.7,1,9,47.1,39.2,,栗東 森田,474(0),ダート,1800,良,２勝クラス
