,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040611,1,2,4,インブロリオ,牝4,56.0,川田,0:1:07.9,,1,6.4,34.0,,栗東 吉村,490(+6),芝,1200,良,３勝クラス
202609040611,2,2,3,マリノトニトゥルス,牝4,56.0,幸,0:1:08.0,1/2,10,20.8,34.3,,美浦 武市,470(-2),芝,1200,良,３勝クラス
202609040611,3,1,2,アサクサグレース,牝4,56.0,今村,0:1:08.2,1.1/4,3,6.9,34.7,,栗東 加藤公,474(+8),芝,1200,良,３勝クラス
202609040611,4,4,7,ディアドコス,牡6,58.0,吉村,0:1:08.3,1/2,7,9.2,33.7,,栗東 羽月,482(-10),芝,1200,良,３勝クラス
202609040611,5,5,10,モーデン,牡8,58.0,鮫島駿,0:1:08.4,1/2,8,16.5,33.9,,栗東 加藤公,494(+2),芝,1200,良,３勝クラス
202609040611,6,7,14,アスミル,牡3,56.0,太宰,0:1:08.4,アタマ,2,6.7,34.2,,栗東 本田,496(+2),芝,1200,良,３勝クラス
202609040611,7,4,8,アンビバレント,牡6,58.0,Ｍデム,0:1:08.5,1/2,12,30.3,34.2,,栗東 藤野,476(0),芝,1200,良,３勝クラス
202609040611,8,5,9,チューラワンサ,牝4,56.0,北村友,0:1:08.5,アタマ,5,7.7,33.4,,栗東 高野,444(+4),芝,1200,良,３勝クラス
202609040611,9,6,11,ポエットリー,牝5,56.0,斎藤,0:1:08.6,3/4,14,31.1,34.1,,栗東 平田,480(-6),芝,1200,良,３勝クラス
202609040611,10,8,15,ミロワール,牝7,56.0,古川吉,0:1:08.7,クビ,9,16.5,33.7,,栗東 柴田,478(+4),芝,1200,良,３勝クラス
202609040611,11,3,6,ミカッテヨンデイイ,牝6,56.0,小林脩,0:1:08.7,アタマ,15,88.6,33.9,,美浦 室井,436(+2),芝,1200,良,３勝クラス
202609040611,12,8,16,コト,牝5,56.0,田口,0:1:08.7,アタマ,16,136.7,33.5,,栗東 野中,480(+6),芝,1200,良,３勝クラス
202609040611,13,6,12,メルトユアハート,牝5,56.0,田山,0:1:08.8,1/2,6,8.5,34.6,,栗東 長谷川,500(-4),芝,1200,良,３勝クラス
202609040611,14,7,13,サムハンター,牡8,58.0,松本,0:1:08.9,1,13,31.1,33.6,,栗東 高橋康,490(-6),芝,1200,良,３勝クラス
202609040611,15,1,1,ハンデンドレイク,牡3,56.0,酒井,0:1:09.0,3/4,11,28.5,34.9,,地方 荒山勝,496(-1),芝,1200,良,３勝クラス
202609040611,16,3,5,ユウファラオ,牡3,56.0,松山,0:1:09.5,3,4,7.5,34.6,,栗東 森秀,484(+2),芝,1200,良,３勝クラス
