,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202609020606,1,8,10,ソニックステップ,牡4,58,西村淳也,0:1:51.8,,2-2-2-2,37.3,2.2,1,528,[西]高野友和,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022104854,01171
202609020606,2,2,2,サマーナイト,牡4,58,高杉吏麒,0:1:51.9,1/2,4-4-4-3,37.1,29.4,6,492,[西]寺島良,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022104729,01213
202609020606,3,1,1,メイショウクモイ,牡6,55,森田誠也,0:1:51.9,ハナ,2-2-2-3,37.2,46.7,8,478,[西]飯田祐史,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2020106922,01222
202609020606,4,3,3,ソングコレクター,牝4,56,鮫島克駿,0:1:52.1,3/4,1-1-1-1,37.7,45.8,7,488,[西]加藤公太,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022110143,01157
202609020606,5,7,8,ロードアルディート,牡4,58,ルメール,0:1:52.3,1.1/4,5-5-5-5,37.2,2.9,2,462,[西]武幸四郎,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022100637,05339
202609020606,6,8,9,モズプリヴェール,牡4,58,松山弘平,0:1:52.5,1.1/2,7-7-7-6,36.6,19.6,4,500,[西]森田直行,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022102916,01126
202609020606,7,5,5,アスクガンバーレ,牡4,58,岩田望来,0:1:52.8,1.1/2,6-6-6-6,37.1,3.5,3,440,[西]福永祐一,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022102300,01174
202609020606,8,4,4,クレスコドルフィン,牡4,58,藤懸貴志,0:1:53.0,1.1/4,8-8-7-8,37.0,21.1,5,522,[西]羽月友彦,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022107299,01138
202609020606,9,6,6,レーヴドアンジュ,牝4,54,柴田裕一,0:1:53.1,1/2,10-9-9-9,36.7,160.5,9,426,[西]河嶋宏樹,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2022110157,01212
202609020606,10,7,7,アイファーリーベン,牝7,56,荻野琢真,0:1:59.7,大,9-9-10-10,42.3,294.3,10,440,[東]的場均,1800,晴,ダート,稍重,2026年04月12日,1勝クラス,2019102950,01112
