,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040710,1,6,11,ジョイボーイ,牡4,56.0,松山,0:2:12.4,,4,8.0,,,栗東 四位,488(+10),芝,2200,良,３勝クラス
202609040710,2,5,9,ファームツエンティ,セ6,55.0,酒井,0:2:12.5,3/4,8,19.9,,,栗東 北出,440(-6),芝,2200,良,３勝クラス
202609040710,3,4,7,チルカーノ,牝5,53.0,北村友,0:2:12.5,アタマ,14,50.2,,,栗東 高野,480(-2),芝,2200,良,３勝クラス
202609040710,4,8,15,ベトルス,セ5,57.0,岩田望,0:2:12.5,ハナ,3,6.9,,,栗東 友道,514(+6),芝,2200,良,３勝クラス
202609040710,5,3,5,スパークリシャール,セ5,55.0,ルメー,0:2:12.8,1.1/2,5,10.5,,,美浦 小島,482(0),芝,2200,良,３勝クラス
202609040710,6,8,16,ロードガレリア,牡4,56.0,吉村,0:2:12.8,ハナ,10,22.9,,,栗東 藤岡健,454(+4),芝,2200,良,３勝クラス
202609040710,7,2,4,ミスタージーティー,牡5,56.0,坂井,0:2:12.8,クビ,6,14.0,,,栗東 矢作,478(+12),芝,2200,良,３勝クラス
202609040710,8,3,6,シンゼンカガ,牡4,55.0,吉田隼,0:2:12.9,クビ,15,61.8,,,栗東 荒川,450(-2),芝,2200,良,３勝クラス
202609040710,9,7,13,タイセイフェリーク,牝6,54.0,松若,0:2:12.9,ハナ,16,108.0,,,美浦 青木,428(0),芝,2200,良,３勝クラス
202609040710,10,1,2,テーオーダグラス,牡5,55.0,鮫島駿,0:2:12.9,ハナ,12,27.1,,,栗東 須貝,482(+4),芝,2200,良,３勝クラス
202609040710,11,4,8,アルマデオロ,牡4,57.0,武豊,0:2:12.9,ハナ,2,4.5,,,栗東 清水久,496(0),芝,2200,良,３勝クラス
202609040710,12,5,10,ナリタエスペランサ,牡3,54.0,川田,0:2:12.9,ハナ,1,3.9,,,栗東 福永,470(-6),芝,2200,良,３勝クラス
202609040710,13,6,12,サークルオブジョイ,牡5,56.0,西村淳,0:2:13.0,3/4,11,23.3,,,栗東 池添,498(+2),芝,2200,良,３勝クラス
202609040710,14,2,3,レジェンドシップ,セ6,55.0,浜中,0:2:13.5,3,7,17.0,,,栗東 佐藤悠,444(-10),芝,2200,良,３勝クラス
202609040710,15,1,1,キタサンハナビラ,牝4,51.0,藤懸,0:2:14.7,7,9,21.3,,,栗東 斉藤崇,474(+20),芝,2200,良,３勝クラス
202609040710,16,7,14,サトノクローク,牡6,55.0,池添,0:2:15.8,7,13,44.0,,,栗東 橋口,476(+8),芝,2200,良,３勝クラス
