,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重,race_type,course_len,ground_state,class
202609040807,1,1,1,ランスオブヒーロー,牡3,56.0,松山,0:1:33.2,,4,10.3,,,栗東 奥村豊,456(-6),芝,1600,良,１勝クラス
202609040807,2,8,12,サトノアグード,牡3,56.0,坂井,0:1:33.2,アタマ,2,2.8,,,栗東 藤原,478(-2),芝,1600,良,１勝クラス
202609040807,3,3,3,エクリュ,牝3,54.0,松若,0:1:33.6,2,11,54.4,,,栗東 井上,442(+2),芝,1600,良,１勝クラス
202609040807,4,7,11,ムーンライトラガー,牝4,56.0,池添,0:1:33.7,1/2,5,20.0,,,栗東 大久保,436(+4),芝,1600,良,１勝クラス
202609040807,5,5,6,ウインラウダ,牡5,57.0,☆田山,0:1:33.8,1.1/4,6,30.9,,,栗東 梅田,520(+2),芝,1600,良,１勝クラス
202609040807,6,4,5,エレガンスアスク,牝3,54.0,岩田望,0:1:33.9,クビ,1,2.6,,,栗東 田中克,448(0),芝,1600,良,１勝クラス
202609040807,7,4,4,レインボーステート,牡3,56.0,北村友,0:1:33.9,クビ,7,33.1,,,栗東 茶木,438(-4),芝,1600,良,１勝クラス
202609040807,8,6,8,コレオシークエンス,牡3,56.0,浜中,0:1:33.9,ハナ,3,4.8,,,栗東 佐藤悠,442(0),芝,1600,良,１勝クラス
202609040807,9,5,7,シャーリーゴールド,牝5,56.0,幸,0:1:34.2,1.3/4,8,46.5,,,栗東 佐藤悠,478(+10),芝,1600,良,１勝クラス
202609040807,10,7,10,ベネサルート,牡3,56.0,小沢,0:1:34.3,クビ,10,53.2,,,栗東 渡辺,518(0),芝,1600,良,１勝クラス
202609040807,11,8,13,プチプランス,牡4,58.0,吉村,0:1:34.8,3,12,60.8,,,栗東 藤岡健,498(-4),芝,1600,良,１勝クラス
202609040807,12,2,2,エンジェルボイス,牡3,56.0,武豊,0:1:34.8,クビ,9,50.2,,,栗東 吉村,480(-2),芝,1600,良,１勝クラス
202609040807,13,6,9,ウォーターエルピス,牝4,56.0,田口,0:1:35.3,3,13,164.2,,,栗東 藤野,506(+4),芝,1600,良,１勝クラス
