,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父
0,1,1,タイセイスラッガー,牡7,60.0,伴,古賀,美浦,2018100821,01149,タイセイレジェンド ,ベネフィット ,マンハッタンカフェ 
1,2,2,テンメジャーガール,牝6,58.0,小野寺,高柳大,栗東,2019104549,01123,ダイワメジャー ,サンヴァンサン ,クロフネ 
2,3,3,タンジェントアーク,セ7,60.0,五十嵐,田村,美浦,2018100752,01069,エイシンフラッシュ ,サトノサンシャイン ,ステイゴールド 
3,3,4,ルレーヴドゥリリ,牝8,57.0,▲坂口,田中剛,美浦,2017103710,01211,ルーラーシップ ,グーテデロワ ,スペシャルウィーク 
4,4,5,コンテナワールド,牡4,57.0,▲井上,中竹,栗東,2021104924,01151,エピファネイア ,ユッカマウンテン ,アグネスタキオン 
5,4,6,タイキフロリゼル,牡7,62.0,黒岩,谷,栗東,2018106474,01072,リオンディーズ ,フロレンティナ ,クロフネ 
6,5,7,ミヤジシャルマン,牡5,60.0,高田,宮地,栗東,2020101766,01046,エピファネイア ,アナザーワールド ,ディープインパクト 
7,5,8,フォージドブリック,牡4,59.0,大江圭,西田,美浦,2021104800,01120,ブリックスアンドモルタル Bricks and Mortar(米) ,リープオブフェイス ,クロフネ 
8,6,9,シャンドゥレール,セ5,60.0,上野,国枝,美浦,2020103053,01087,エピファネイア ,マジェスティッククオリティ Majestic Quality(米) ,Quality Road 
9,6,10,エターナリー,牡8,60.0,石神深,池上,美浦,2017105027,01059,ゴールドアリュール ,タマユラ ,Tamayuz 
10,7,11,エンデュミオン,牡8,59.0,▲鷲頭,清水久,栗東,2017106153,01202,ヴィクトワールピサ ,ヒラボクビジン ,ブライアンズタイム Brian's Time(米) 
11,7,12,ピンポイントドロー,牡5,57.0,▲土田,田中勝,美浦,2020103003,01198,レッドファルクス ,ピリカクル ,オルフェーヴル 
12,8,13,ヤマタケアオイバラ,牡5,60.0,難波,萱野,美浦,2020102211,01066,ジャスタウェイ ,マルヨパトリオット ,アルカセット Alkaased(米) 
13,8,14,ティートラップ,牡8,60.0,草野,伊藤伸,美浦,2017103381,01113,シニスターミニスター Sinister Minister(米) ,マンボビーン ,スズカマンボ 
