,式別,馬番,配当,人気
0,単勝,8,220,1
1,複勝,8,130,1
2,複勝,5,220,5
3,複勝,6,150,2
4,枠連,3-5,700,3
5,馬連,5-8,930,2
6,ワイド,5-8,390,2
7,ワイド,6-8,300,1
8,ワイド,5-6,700,9
9,馬単,8→5,1320,1
10,3連複,5-6-8,2030,2
11,3連単,8→5→6,7600,3
