,式別,馬番,配当,人気
0,単勝,18,1220,5
1,複勝,18,370,6
2,複勝,14,160,1
3,複勝,7,180,3
4,枠連,7-8,400,1
5,馬連,14-18,2200,7
6,ワイド,14-18,800,6
7,ワイド,7-18,1810,19
8,ワイド,7-14,560,4
9,馬単,18→14,4370,15
10,3連複,7-14-18,6190,14
11,3連単,18→14→7,37380,101
