,式別,馬番,配当,人気
0,単勝,6,210,1
1,複勝,6,120,1
2,複勝,3,150,3
3,複勝,15,190,5
4,枠連,2-4,540,2
5,馬連,3-6,520,2
6,ワイド,3-6,240,2
7,ワイド,6-15,350,4
8,ワイド,3-15,710,8
9,馬単,6→3,980,3
10,3連複,3-6-15,1540,4
11,3連単,6→3→15,5090,9
