,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ゴーツウキリシマ,牝6,58.0,黒岩,牧田,458(-6),栗東,2020109148,01072,ナムラタイタン,エイシンドナウ,グラスワンダー
1,2,2,ワキノノーブル,牝5,58.0,難波,宮本,458(-8),栗東,2021106394,01066,トウケイヘイロー,トウケイスペシャル,スペシャルウィーク
2,3,3,スティルシャイニン,牡4,57.0,▲水沼,天間,468(+4),美浦,2022103884,01201,メイショウボーラー,コウユーヒカリママ,ロックオブジブラルタル
3,4,4,ローガンパス,セ5,60.0,小牧加,東田,478(-10),栗東,2021105677,01196,サトノアラジン,トレジャーステイト,Oasis Dream
4,5,5,ロイヤルダンス,牡8,60.0,大江圭,清水英,524(+14),美浦,2018102394,01120,ガルボ,ブセナ,マイネルセレクト
5,5,6,サラフィエル,セ7,60.0,上野,鈴木慎,452(+2),美浦,2019101464,01087,ヤマニンセラフィム,ティフィン,トワイニング
6,6,7,インヴァリアンス,セ8,60.0,金子,尾関,470(+4),美浦,2018105423,01052,ハーツクライ,タマユラ,Tamayuz
7,6,8,コレクテイニア,牡6,60.0,草野,戸田,474(+4),美浦,2020110020,01113,Collected,ダンスウィズキトゥン,Kitten's Joy
8,7,9,アルカンサス,牡7,57.0,▲土田,土田,488(+4),美浦,2019101023,01198,シルバーステート,ラサンバ,Orientate
9,7,10,ホウオウユニコーン,牡7,60.0,伴,奥村武,490(+4),美浦,2019105808,01149,ゴールドシップ,ホウオウサブリナ,ルーラーシップ
10,8,11,フォーディアライフ,セ5,60.0,石神深,矢嶋,538(0),美浦,2021104770,01059,ドレフォン,ディアマイダーリン,ハーツクライ
11,8,12,キュピドン,牡6,60.0,森一,森秀,520(-8),栗東,2020110065,01139,American Pharoah,Chocolate Pop,Cuvee
