,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,シャンクスレガシー,牝3,55.0,高杉,加藤公,442(0),栗東,2023106166,01213,ゴールドアクター,シープシャンクス,ディープインパクト,-2.3532791175562444,6
1,2,2,シルバーリム,牝3,55.0,国分優,中村,452(0),栗東,2023106808,01125,シルバーステート,ヒカルアモーレ,クロフネ,1.1678871792341678,3
2,2,3,ピカキウイ,牝3,55.0,西村淳,杉山晴,498(0),栗東,2023105288,01171,エピファネイア,ゴーマギーゴー,Ghostzapper,1.3870953947704137,2
3,3,4,シャローアロス,牝3,55.0,ハマーハン,安達,440(-2),栗東,2023103297,05676,キタサンブラック,ライトインパリス,Aussie Rules,-3.860748315831283,12
4,3,5,モナート,牝3,55.0,中井,松山,424(-8),美浦,2023105895,01141,ウインブライト,タイプムーン,アイルハヴアナザー,-4.248733813408169,13
5,4,6,グリーンガーネット,牝3,55.0,池添,牧,462(-4),美浦,2023101215,01032,ダノンプレミアム,ニシノマドカ,ジャングルポケット,-3.8047844759917875,11
6,4,7,ビアリッツ,牝3,55.0,幸,北出,432(-6),栗東,2023102697,00732,ダノンスマッシュ,コートダルジャン,ハーツクライ,-2.7199487744797413,7
7,5,8,サンスベリア,牝3,55.0,菱田,牧田,454(0),栗東,2023103242,01144,サートゥルナーリア,タンギモウジア,ハーツクライ,2.415862753571683,1
8,5,9,サウンドファミリエ,牝3,53.0,◇永島,和田郎,406(0),美浦,2023104254,01187,シルバーステート,サウンドマジック,トビーズコーナー,-3.759477923928035,10
9,6,10,コスモペンタス,牝3,52.0,▲森田,西田,410(-4),美浦,2023106482,01222,ベンバトル,モエレカトリーナ,ゴールドヘイロー,-4.316372583345596,14
10,6,11,ダーリンダーリン,牝3,53.0,◇今村,秋山,452(+2),栗東,2023100730,01193,ダノンキングリー,アドアード,Galileo,-0.19558486306216405,4
11,7,12,パンジー,牝3,52.0,橋木太希,深山,440(-14),美浦,2023106589,01215,ウインブライト,カレン,ディープブリランテ,-3.614641740947897,9
12,7,13,エイシンイクサボシ,牝3,55.0,木幡育,勢司,458(-4),美浦,2023105536,01167,エイシンヒカリ,エイシンポラリス,Unbridled's Song,-2.8245237246284094,8
13,8,14,ジーティーメティオ,牝3,55.0,藤岡佑,矢作,458(-14),栗東,2023105375,01093,コントレイル,レディオブキャメロット,モンジュー,-2.1189102125404045,5
14,8,15,トラカイキャッスル,牝3,55.0,田口,西村,432(0),栗東,2023103412,01208,ブリックスアンドモルタル,サラス,オルフェーヴル,-4.395947661785675,15
