,0,1,2,3
202308010101,単勝,6,1900,7
202308010101,複勝,6,320,7
202308010101,複勝,8,180,3
202308010101,複勝,7,140,1
202308010101,枠連,3-4,550,2
202308010101,馬連,6-8,4510,18
202308010101,ワイド,6-8,1210,18
202308010101,ワイド,6-7,940,15
202308010101,ワイド,7-8,370,2
202308010101,馬単,6→8,13220,40
202308010101,三連複,6-7-8,3520,13
202308010101,三連単,6→8→7,44560,155
202308010102,単勝,1,1240,3
202308010102,複勝,1,240,4
202308010102,複勝,12,110,1
202308010102,複勝,8,270,5
202308010102,枠連,1-8,1040,4
202308010102,馬連,1-12,1120,4
202308010102,ワイド,1-12,360,2
202308010102,ワイド,1-8,1730,16
202308010102,ワイド,8-12,410,3
202308010102,馬単,1→12,3550,9
202308010102,三連複,1-8-12,3170,9
202308010102,三連単,1→12→8,23070,63
202308010103,単勝,1,710,3
202308010103,複勝,1,390,3
202308010103,複勝,13,870,6
202308010103,複勝,4,350,2
202308010103,枠連,1-7,3280,11
202308010103,馬連,1-13,5700,15
202308010103,ワイド,1-13,1430,14
202308010103,ワイド,1-4,490,4
202308010103,ワイド,4-13,900,11
202308010103,馬単,1→13,10150,26
202308010103,三連複,1-4-13,6420,20
202308010103,三連単,1→13→4,48460,132
202308010104,単勝,7,580,3
202308010104,複勝,7,150,3
202308010104,複勝,10,120,1
202308010104,複勝,6,130,2
202308010104,枠連,5-7,240,1
202308010104,馬連,7-10,860,3
202308010104,ワイド,7-10,300,2
202308010104,ワイド,6-7,330,4
202308010104,ワイド,6-10,250,1
202308010104,馬単,7→10,2070,7
202308010104,三連複,6-7-10,760,1
202308010104,三連単,7→10→6,6510,13
202308010105,単勝,1,450,2
202308010105,複勝,1,160,1
202308010105,複勝,12,210,5
202308010105,複勝,4,160,2
202308010105,枠連,1-6,2100,11
202308010105,馬連,1-12,2330,9
202308010105,ワイド,1-12,860,11
202308010105,ワイド,1-4,410,2
202308010105,ワイド,4-12,550,4
202308010105,馬単,1→12,4210,19
202308010105,三連複,1-4-12,2650,5
202308010105,三連単,1→12→4,18750,49
202308010106,単勝,5,740,3
202308010106,複勝,5,220,4
202308010106,複勝,1,210,3
202308010106,複勝,3,110,1
202308010106,枠連,1-5,4440,11
202308010106,馬連,1-5,4960,12
