,race_type,course_len,ground_state,class,win_return
0,芝,1200,全,all,975.4
1,芝,1200,良,all,1035.0
2,芝,1200,稍重,all,664.1
3,芝,1200,重,all,1037.5
4,芝,1200,不良,all,580.0
5,芝,1200,全,未勝利,798.4
6,芝,1200,良,未勝利,834.2
7,芝,1200,稍重,未勝利,858.3
8,芝,1200,重,未勝利,620.0
9,芝,1200,不良,未勝利,
10,芝,1200,全,新馬,833.0
11,芝,1200,良,新馬,1106.7
12,芝,1200,稍重,新馬,440.0
13,芝,1200,重,新馬,1380.0
14,芝,1200,不良,新馬,
15,芝,1200,全,1勝クラス,645.6
16,芝,1200,良,1勝クラス,512.7
17,芝,1200,稍重,1勝クラス,682.5
18,芝,1200,重,1勝クラス,840.0
19,芝,1200,不良,1勝クラス,
20,芝,1200,全,2勝クラス,1031.9
21,芝,1200,良,2勝クラス,1046.4
22,芝,1200,稍重,2勝クラス,328.4
23,芝,1200,重,2勝クラス,
24,芝,1200,不良,2勝クラス,670.0
25,芝,1200,全,3勝クラス,442.5
26,芝,1200,良,3勝クラス,450.0
27,芝,1200,稍重,3勝クラス,320.0
28,芝,1200,重,3勝クラス,
29,芝,1200,不良,3勝クラス,
30,芝,1200,全,オープン,1252.0
31,芝,1200,良,オープン,1276.9
32,芝,1200,稍重,オープン,1905.0
33,芝,1200,重,オープン,1325.0
34,芝,1200,不良,オープン,490.0
35,芝,1400,全,all,1247.3
36,芝,1400,良,all,1346.3
37,芝,1400,稍重,all,1329.0
38,芝,1400,重,all,741.2
39,芝,1400,不良,all,593.8
40,芝,1400,全,未勝利,1486.2
41,芝,1400,良,未勝利,1584.8
42,芝,1400,稍重,未勝利,1257.5
43,芝,1400,重,未勝利,623.3
44,芝,1400,不良,未勝利,940.0
45,芝,1400,全,新馬,1777.5
46,芝,1400,良,新馬,1308.5
47,芝,1400,稍重,新馬,3946.7
48,芝,1400,重,新馬,1110.0
49,芝,1400,不良,新馬,
50,芝,1400,全,1勝クラス,868.8
51,芝,1400,良,1勝クラス,826.4
52,芝,1400,稍重,1勝クラス,1497.8
53,芝,1400,重,1勝クラス,1066.6
54,芝,1400,不良,1勝クラス,
55,芝,1400,全,2勝クラス,1046.4
56,芝,1400,良,2勝クラス,1026.2
57,芝,1400,稍重,2勝クラス,740.0
58,芝,1400,重,2勝クラス,620.0
59,芝,1400,不良,2勝クラス,
60,芝,1400,全,3勝クラス,1169.7
61,芝,1400,良,3勝クラス,2331.8
62,芝,1400,稍重,3勝クラス,745.0
63,芝,1400,重,3勝クラス,
64,芝,1400,不良,3勝クラス,650.0
65,芝,1400,全,オープン,1409.4
66,芝,1400,良,オープン,1868.0
67,芝,1400,稍重,オープン,295.0
68,芝,1400,重,オープン,335.0
69,芝,1400,不良,オープン,526.7
70,芝,1600,全,all,1012.1
71,芝,1600,良,all,888.0
72,芝,1600,稍重,all,5079.9
73,芝,1600,重,all,1372.5
74,芝,1600,不良,all,1387.0
75,芝,1600,全,未勝利,1175.6
76,芝,1600,良,未勝利,824.3
77,芝,1600,稍重,未勝利,4680.0
78,芝,1600,重,未勝利,506.7
79,芝,1600,不良,未勝利,1476.7
80,芝,1600,全,新馬,856.0
81,芝,1600,良,新馬,801.3
82,芝,1600,稍重,新馬,580.0
83,芝,1600,重,新馬,2233.3
84,芝,1600,不良,新馬,1710.0
85,芝,1600,全,1勝クラス,1091.6
86,芝,1600,良,1勝クラス,957.5
87,芝,1600,稍重,1勝クラス,1999.3
88,芝,1600,重,1勝クラス,310.0
89,芝,1600,不良,1勝クラス,
90,芝,1600,全,2勝クラス,637.3
91,芝,1600,良,2勝クラス,656.8
92,芝,1600,稍重,2勝クラス,612.0
93,芝,1600,重,2勝クラス,190.0
94,芝,1600,不良,2勝クラス,
95,芝,1600,全,3勝クラス,995.6
96,芝,1600,良,3勝クラス,1382.6
97,芝,1600,稍重,3勝クラス,405.0
98,芝,1600,重,3勝クラス,1590.0
99,芝,1600,不良,3勝クラス,
100,芝,1600,全,オープン,954.1
101,芝,1600,良,オープン,991.8
102,芝,1600,稍重,オープン,380.0
103,芝,1600,重,オープン,
104,芝,1600,不良,オープン,
105,芝,1800,全,all,926.6
106,芝,1800,良,all,895.3
107,芝,1800,稍重,all,581.7
108,芝,1800,重,all,876.1
109,芝,1800,不良,all,908.8
110,芝,1800,全,未勝利,891.5
111,芝,1800,良,未勝利,917.3
112,芝,1800,稍重,未勝利,472.7
113,芝,1800,重,未勝利,1286.2
114,芝,1800,不良,未勝利,245.0
115,芝,1800,全,新馬,3671.8
116,芝,1800,良,新馬,3247.8
117,芝,1800,稍重,新馬,1148.7
118,芝,1800,重,新馬,2108.3
119,芝,1800,不良,新馬,
120,芝,1800,全,1勝クラス,403.7
121,芝,1800,良,1勝クラス,452.6
122,芝,1800,稍重,1勝クラス,228.3
123,芝,1800,重,1勝クラス,360.0
124,芝,1800,不良,1勝クラス,470.0
125,芝,1800,全,2勝クラス,651.9
126,芝,1800,良,2勝クラス,509.3
127,芝,1800,稍重,2勝クラス,890.0
128,芝,1800,重,2勝クラス,257.5
129,芝,1800,不良,2勝クラス,1515.0
130,芝,1800,全,3勝クラス,1443.3
131,芝,1800,良,3勝クラス,1764.2
132,芝,1800,稍重,3勝クラス,340.0
133,芝,1800,重,3勝クラス,
134,芝,1800,不良,3勝クラス,
135,芝,1800,全,オープン,618.9
136,芝,1800,良,オープン,582.2
137,芝,1800,稍重,オープン,511.6
138,芝,1800,重,オープン,1570.0
139,芝,1800,不良,オープン,
140,芝,1900,全,all,
141,芝,1900,良,all,
142,芝,1900,稍重,all,
143,芝,1900,重,all,
144,芝,1900,不良,all,
145,芝,1900,全,未勝利,
146,芝,1900,良,未勝利,
147,芝,1900,稍重,未勝利,
148,芝,1900,重,未勝利,
149,芝,1900,不良,未勝利,
150,芝,1900,全,新馬,
151,芝,1900,良,新馬,
152,芝,1900,稍重,新馬,
153,芝,1900,重,新馬,
154,芝,1900,不良,新馬,
155,芝,1900,全,1勝クラス,
156,芝,1900,良,1勝クラス,
157,芝,1900,稍重,1勝クラス,
158,芝,1900,重,1勝クラス,
159,芝,1900,不良,1勝クラス,
160,芝,1900,全,2勝クラス,
161,芝,1900,良,2勝クラス,
162,芝,1900,稍重,2勝クラス,
163,芝,1900,重,2勝クラス,
164,芝,1900,不良,2勝クラス,
165,芝,1900,全,3勝クラス,
166,芝,1900,良,3勝クラス,
167,芝,1900,稍重,3勝クラス,
168,芝,1900,重,3勝クラス,
169,芝,1900,不良,3勝クラス,
170,芝,1900,全,オープン,
171,芝,1900,良,オープン,
172,芝,1900,稍重,オープン,
173,芝,1900,重,オープン,
174,芝,1900,不良,オープン,
175,芝,2000,全,all,926.7
176,芝,2000,良,all,966.3
177,芝,2000,稍重,all,1102.3
178,芝,2000,重,all,552.7
179,芝,2000,不良,all,545.0
180,芝,2000,全,未勝利,1064.7
181,芝,2000,良,未勝利,1051.0
182,芝,2000,稍重,未勝利,1440.6
183,芝,2000,重,未勝利,175.0
184,芝,2000,不良,未勝利,495.0
185,芝,2000,全,新馬,843.6
186,芝,2000,良,新馬,977.4
187,芝,2000,稍重,新馬,530.0
188,芝,2000,重,新馬,725.0
189,芝,2000,不良,新馬,
190,芝,2000,全,1勝クラス,841.5
191,芝,2000,良,1勝クラス,942.8
192,芝,2000,稍重,1勝クラス,1090.0
193,芝,2000,重,1勝クラス,403.3
194,芝,2000,不良,1勝クラス,595.0
195,芝,2000,全,2勝クラス,564.0
196,芝,2000,良,2勝クラス,534.8
197,芝,2000,稍重,2勝クラス,440.0
198,芝,2000,重,2勝クラス,940.0
199,芝,2000,不良,2勝クラス,
