,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,レイニング,牡4,56.0,戸崎圭,森一,462(-2),4.0,2,美浦,2022104750,05386,サートゥルナーリア,クルミナル,ディープインパクト,1.2380247711841654,2,0.024570704138621537,3,-0.5840508505777425,11,-1.6903948864786074,15,0.02015562817557237,0.19900099627789022
1,1,2,ヤマニンサンパ,牡8,56.5,亀田,斉藤崇,482(+2),36.5,9,栗東,2018102020,01176,ディープインパクト,ヤマニンパピオネ,スウェプトオーヴァーボード,-0.7380708685830394,13,-0.026852361365352295,13,-0.05773982003678742,4,-0.842487020451814,10,0.04705849627083625,0.021808328359220846
2,2,3,ヴォンフレ,牝4,50.0,江田照,村田,480(-6),23.5,8,美浦,2022101227,00689,ブラックタイド,ショウリノウタゲ,プリサイスエンド,0.5182378330963346,5,0.010739737303903728,6,0.13231098281875925,2,0.1778127607510554,1,0.1305415034820387,0.033872510004747274
3,2,4,エストゥペンダ,牝4,54.0,荻野極,高柳瑞,446(-8),3.1,1,美浦,2022101192,01160,サートゥルナーリア,エストレチャダ,Offlee Wild,2.4363655525623655,1,-0.017263047987917328,9,-0.8831881904059534,13,-0.7138296249559618,8,0.05351964725184222,0.25677547906824544
4,3,5,ラインベック,セ9,56.0,杉原,友道,482(-4),42.3,12,栗東,2017105194,01135,ディープインパクト,アパパネ,キングカメハメハ,-1.1237422667304047,15,0.0008708106056120116,8,0.8356026463970103,1,-1.6629264499073568,14,0.020716945734448246,0.018818061113748487
5,3,6,ミアネーロ,牝5,55.0,大野,林,500(-4),10.6,4,美浦,2021105801,01096,ドゥラメンテ,ミスエーニョ,Pulpit,1.0234593327565764,4,-0.04811350277874367,16,-0.9380082590005894,15,0.15614486675654154,2,0.12774336834608743,0.07509471557656236
6,4,7,レガーロデルシエロ,牡5,56.0,津村,栗田,518(+6),5.2,3,美浦,2021105661,01092,ロードカナロア,デアレガーロ,マンハッタンカフェ,1.056857758935316,3,-0.026574286858109857,12,-0.9128935525997429,14,-0.7368729893784796,9,0.05230047537491741,0.15307768944453093
7,4,8,ディマイザキッド,牡5,56.0,菊沢,清水英,468(-2),13.1,5,美浦,2021104324,01161,ディーマジェスティ,ミスミーチャン,ファスリエフ,-0.28887842042352474,9,0.016778961437483187,5,-0.24535361564807592,8,-0.9498953832544003,11,0.042266003643340086,0.060763662985615335
8,5,9,ジュンブロッサム,牡7,58.0,石川,友道,472(-4),17.4,7,栗東,2019105118,01150,ワールドエース,エンプレスティアラ,クロフネ,-0.6094685513429258,11,-0.025887016449058213,11,-0.330273694199804,9,-1.200400375090462,13,0.032900178217572684,0.045747355466181666
9,5,10,セントメモリーズ,牝5,51.0,石神道,松尾,472(-8),138.9,15,美浦,2021104894,01209,エピファネイア,ネオフレグランス,ネオユニヴァース,-0.18621598533091127,7,-0.03500621335224486,14,-0.36780187991568664,10,-0.03890170214674299,4,0.10510677599071885,0.005730770231184743
10,6,11,ゴンバデカーブース,牡5,55.0,三浦,堀,476(+2),36.6,10,美浦,2021104825,01122,ブリックスアンドモルタル,アッフィラート,ディープインパクト,-1.1261058122038214,16,0.03284403424544753,1,-0.7827407814554359,12,-1.8256098881849,16,0.017606507211007,0.02174874276261095
11,6,12,ドラゴンヘッド,牡6,52.0,丸田,武藤,448(-6),53.3,14,美浦,2020100495,01117,ラブリーデイ,フリティラリア,アドマイヤムーン,-0.9060154707735703,14,-0.04136040723020897,15,-0.18374233702315895,6,-0.9764219311680635,12,0.041159572253537155,0.014934408726295704
12,7,13,ゴートゥファースト,牡6,56.0,坂井,新谷,490(+4),39.4,11,栗東,2020103464,01163,ルーラーシップ,タイトルパート,アグネスタキオン,-0.6382765212039918,12,0.020711517522107932,4,0.012495963997283904,3,-0.6640114664232878,7,0.05625342810808965,0.02020314683024266
13,7,14,アンリーロード,牝6,51.0,武藤,茶木,488(+4),44.8,13,栗東,2020103304,01169,リアルスティール,カシシ,ジャングルポケット,0.06285526504164972,6,0.029606412040287494,2,-0.09676721703726947,5,0.0247315097104091,3,0.11201244257061072,0.0177679460962402
14,8,15,シンハナーダ,牡5,56.0,菱田,木村,458(-8),16.2,6,美浦,2021105574,01144,レイデオロ,シンハディーパ,ウォーエンブレム,-0.2137742135162302,8,0.004647577256846952,7,-1.3889587781719108,16,-0.6061291426388284,6,0.05960558675366286,0.0491360484636766
15,8,16,コスモブッドレア,牡5,54.0,石橋脩,小野,490(0),144.2,16,美浦,2021106782,01077,ゴールドシップ,コスモバタフライ,ソングオブウインド,-0.5052524034679875,10,-0.01970894574205115,10,-0.23288333943638376,7,-0.298769751980697,5,0.08105344061571836,0.005520138593006664
