,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,アクションプラン,牡6,57.0,浜中,池上,506(-6),47.8,9,美浦,2020100116,01115,リオンディーズ,シャプレドサクレ,タートルボウル,-1.5093636408418407,11,-0.07229507798351678,6,-0.9111863556527382,8,-1.8869610463544153,10,0.015799656644986212,0.016579376901114502
1,2,2,レヴォントゥレット,牡5,57.0,北村友,矢作,494(+2),21.7,8,栗東,2021103717,01102,ロードカナロア,クイーンマンボ,マンハッタンカフェ,-1.101716922692401,10,-0.24245600990891064,10,-0.3032349633037064,4,-1.057369036064871,9,0.03621886873309213,0.036520470777570195
2,3,3,ルクソールカフェ,牡4,58.0,岩田望,堀,542(-2),5.0,3,美浦,2022110083,01174,American Pharoah,Mary's Follies,More Than Ready,0.20066749335379425,5,-0.23295685333571467,8,-0.4133109229431528,5,-0.881408908313922,8,0.04318703552004603,0.15849884317465465
3,4,4,ナチュラルライズ,牡4,59.0,横山武,伊藤圭,500(0),9.4,5,美浦,2022103795,01170,キズナ,レディマドンナ,Distorted Humor,0.041767398063069776,6,-0.04090187526072458,5,0.0033419104070456437,2,-0.025457049893509394,6,0.10164559507778831,0.08430789530566736
4,5,5,テーオーパスワード,牡5,57.0,松山,高柳大,490(-2),4.3,2,栗東,2021102236,01126,コパノリッキー,テーオーレイチェル,キングカメハメハ,1.4109594734850521,2,0.09439300958620954,1,0.3241970735882695,1,0.27458918080822725,4,0.1372135450989048,0.1843009804356449
5,6,6,ヴァルツァーシャル,牡7,57.0,斎藤,高木,500(-8),19.5,7,美浦,2019102437,01178,マクフィ,バイカターキン,エンパイアメーカー,0.23702114778794278,4,-0.24588040446047965,11,-0.4809172061551374,7,0.45683907016677044,2,0.164644454050074,0.04064072901914221
6,6,7,テーオードレフォン,牡7,57.0,古川吉,梅田,498(0),249.2,11,栗東,2019101324,01015,ドレフォン,エミネントシチー,ブライアンズタイム,-0.6928655025483279,8,-0.07229507798351678,6,-1.4197776997840192,11,0.05388347901212983,5,0.11003876731428297,0.0031801533542266183
7,7,8,ウェイワードアクト,牡6,57.0,舟山,田中博,542(+2),3.0,1,美浦,2020110024,01221,Maclean's Music,Warrior Kat,マジェスティックウォリアー,1.5550833066659597,1,0.009716632142101818,3,-0.4268593625710426,6,-0.37558597173458486,7,0.07161920634853837,0.26416473862442436
8,7,9,ヒルノハンブルク,牡4,57.0,池添,武英,472(+4),55.0,10,栗東,2022103614,01032,ナダル,グリントオブライト,ステイゴールド,-0.021658600066404774,7,0.009716632142101818,3,-0.1590723599513786,3,0.46059990432666975,1,0.1652648203532975,0.01440898574315042
9,8,10,オメガギネス,牡6,57.0,岩田康,安田,498(+2),10.5,6,栗東,2020102904,05203,ロゴタイプ,スタートアップ,ハービンジャー,-0.9297288046754587,9,-0.23295685333571467,8,-0.9352534762804207,10,-1.9872557657508167,11,0.014291907801308262,0.0754756396069784
10,8,11,ペリエール,牡6,58.0,佐々木,黒岩,488(-4),6.5,4,美浦,2020101874,01197,ヘニーヒューズ,ソフトライム,フジキセキ,0.809834651468612,3,0.09439300958620954,1,-0.9174098684471602,9,0.29523689892295213,3,0.1400761430576813,0.12192218705742665
