,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,アイアンクラッド,牡2,56.0,三浦,上原博,498(0),美浦,2023100232,01122,モズアスコット,オールウェイズラブ,ディープインパクト,-0.2895675312199729,2
1,2,2,アイスメルティング,牝2,55.0,戸崎圭,田島,426(0),美浦,2023103274,05386,サンダースノー,ラルティスタ,マイネルラヴ,-1.1288337316471961,12
2,3,3,キーチデッドミラー,牡2,56.0,菅原隆,小手川,456(0),美浦,2023101261,01129,ダノンレジェンド,ココリエルサ,ダイワメジャー,-0.12910875512329612,1
3,3,4,グランマズドリーム,牝2,55.0,柴田善,田中勝,454(0),美浦,2023104515,00641,シルバーステート,クイーンオブトロイ,Storm Cat,-1.599364116962288,14
4,4,5,オッピポイカ,牡2,56.0,菊沢,鈴木慎,460(0),美浦,2023106165,01161,ダノンレジェンド,カステヘルミ,ブラックタイド,-0.7192113145028206,5
5,4,6,ハリエンジュ,牝2,53.0,◇今村,小手川,448(0),美浦,2023102774,01193,シニスターミニスター,ミヤビフィオーラ,マンハッタンカフェ,-0.8491021130222886,8
6,5,7,スペシャルギフト,牝2,55.0,プーシャン,加藤征,456(0),美浦,2023105213,05678,Fastnet Rock,スペシャルフライト,Bel Esprit,-0.8051363920113492,6
7,5,8,アシャカルッカ,牝2,52.0,▲石田,鈴木伸,438(0),美浦,2023103233,01203,シニスターミニスター,アシャカダイキ,スマートファルコン,-0.5114968647847157,4
8,6,9,シューペルブリアン,牝2,55.0,江田照,佐藤吉,456(0),美浦,2023101790,00689,ダノンレジェンド,ハートサングラス,モーリス,-1.0212836210575669,10
9,6,10,ユニバーサルラヴ,牝2,55.0,丹内,尾関,440(0),美浦,2023105652,01091,ミスチヴィアスアレックス,ラスティングラヴ,オルフェーヴル,-0.9716793373670494,9
10,7,11,ジェラートキティ,牝2,52.0,▲舟山,嘉藤,430(0),美浦,2023101084,01221,ディスクリートキャット,トーホウドルチェ,サウスヴィグラス,-0.8155582187705521,7
11,7,12,ゼンノフォトン,牡2,56.0,松山,茶木,456(0),栗東,2023104050,01126,シャンハイボビー,クーファエラン,オルフェーヴル,-1.0898632597235465,11
12,8,13,スミレノハナ,牝2,55.0,丸山,加藤和,460(0),美浦,2023101438,01127,ブラックタイド,パワフルラリマー,サクラバクシンオー,-0.36561567170615944,3
13,8,14,キタノローズ,牝2,55.0,小林凌,小西,476(0),美浦,2023100693,01177,サンダースノー,アリュージョン,アドマイヤムーン,-1.3043033919602662,13
