,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ヴァイオスペース,牡3,57.0,丹内,黒岩,458(-2),美浦,2023100538,1091,リオンディーズ,トウカイシェーン,ダイワメジャー,-0.7748699889240666,14,-0.699242435249745,3,,7,56.2,48.7,57.1,3
1,1,2,ノースブルースカイ,牝3,55.0,松岡,堀内,408(-8),美浦,2023105164,1085,ダノンレジェンド,レッドペルル,ディープインパクト,-0.8859903184590009,15,-0.7573339855758484,11,,14,46.6,44.3,44.9,10
2,2,3,ライヴレッドアイ,牝3,55.0,木幡巧,牧,492(-2),美浦,2023104658,1162,ベストウォーリア,レッドパラス,クロフネ,0.6360826527809806,5,0.0383762051592449,2,,6,57.1,48.9,56.5,4
3,2,4,ウォーターサグラダ,牡3,57.0,ルメール,武幸,422(-8),栗東,2023105190,5339,シルバーステート,シャイニングサヤカ,キングヘイロー,-0.0819045174186232,12,-0.3369735441234389,1,,9,76.9,47.3,57.9,2
4,3,5,アンティミスト,牡3,57.0,津村,鈴木伸,520(-6),美浦,2023110007,1092,カラヴァッジオ,オリンピックラスパルマス,アグネスゴールド,0.3988714113975948,7,-0.0856332251980347,8,,10,49.1,46.8,42.7,12
5,3,6,ドナソール,牝3,52.0,▲大久保,畠山,466(-2),美浦,2023100151,1194,マテラスカイ,ポッドジゼル,ゴールドアリュール,0.3151331329505488,8,-0.1294099709743196,16,,15,37.2,43.3,38.8,16
6,4,7,スリーコーズ,牡3,54.0,▲佐藤,伊藤圭,474(0),美浦,2023106208,1207,スズカコーズウェイ,スズカローラー,スズカマンボ,0.0861501389300348,11,-0.2491178334027027,10,,5,46.8,50.0,40.9,13
7,4,8,トワイライトサイト,牡3,57.0,横山和,嘉藤,420(-4),美浦,2023102235,1140,シニスターミニスター,ポートナイトサイト,ダノンシャンティ,0.4103459062913476,6,-0.079634582102061,4,,12,56.1,44.7,47.9,9
8,5,9,ディープスリー,牡3,57.0,佐々木,小栗,512(+4),栗東,2023107529,1197,Maclean's Music,Table Jumper,Jump Start,-1.021786581184144,16,-0.8283256345676232,12,,13,45.9,44.6,48.2,8
9,5,10,アパタイトテソーロ,牝3,55.0,原,畠山,412(-6),美浦,2023106739,1184,スワーヴリチャード,クイーンズテソーロ,ヘニーヒューズ,1.717176292286269,1,0.6035509650739703,9,,8,46.8,48.6,44.5,11
10,6,11,スローモーション,牝3,55.0,長岡,深山,384(-4),美浦,2023100971,1142,ミスチヴィアスアレックス,ルーナクオーレ,ディープインパクト,1.542984395949885,2,0.5124868244727389,14,,1,39.1,85.3,77.0,1
11,6,12,レッドスティンガー,牡3,57.0,戸崎圭,矢嶋,458(-12),美浦,2023106619,5386,レッドファルクス,マレーナ,ダイワメジャー,0.3052550218149205,9,-0.1345740556432891,6,,3,54.7,51.5,55.6,5
12,7,13,トップマジシャン,牡3,57.0,石橋脩,石栗,444(-4),美浦,2023105067,1077,モズアスコット,レチャーダ,ディープインパクト,1.4835262743768347,3,0.4814032731899779,15,,11,37.7,46.5,39.0,15
13,7,14,ロードストラダーレ,牡3,57.0,丸田,本間,500(+2),美浦,2023104886,1117,ロードカナロア,ティズウインディ,Tiznow,-0.4643706836885921,13,-0.5369194283634485,13,,4,40.2,50.6,40.1,14
14,8,15,カリヨンアヴォン,牝3,55.0,岩田望,勢司,432(-8),美浦,2023107220,1174,ルヴァンスレーヴ,ベルクワイア,ロードカナロア,0.9523493013787198,4,0.2037142671536311,7,,16,54.3,43.0,53.5,7
15,8,16,ジャスパーメルチェ,牝3,55.0,横山武,森秀,472(-14),栗東,2023107517,1170,Charlatan,Nickel,Unbridled's Song,0.2973132855976423,10,-0.1387258411093106,5,,2,55.3,55.9,55.5,6
