,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,ミルトライディーン,セ4,58.0,高杉,橋田,506(0),栗東,2022103714,1213,エピファネイア,レジーナフォルテ,アルデバラン,-1.8526268361576732,14,-1.266104438031883,16,,15,38.4,45.6,38.7,16
1,1,2,サンマルノヴェル,牡4,58.0,田口,大橋,508(0),栗東,2022102716,1208,ノヴェリスト,サンマルアリュール,ゴールドアリュール,1.6859572242124716,2,0.4009181382990653,1,,2,76.3,53.4,56.8,2
2,2,3,アイファーモービル,牡4,58.0,藤懸,宮本,470(0),栗東,2022101117,1138,アポロケンタッキー,レディワシントン,Vindication,1.409959406860991,3,0.2708959077420056,4,,11,54.7,46.8,56.6,3
3,2,4,アーロッタレット,牝4,56.0,酒井,柴田,464(-2),栗東,2022110097,1034,Practical Joke,Folklore,Tiznow,-1.5779983365823285,13,-1.136727291386367,13,,13,38.5,46.0,38.7,13
4,3,5,インディゴアスール,牡4,58.0,松山,鈴木孝,528(-2),栗東,2022103440,1126,リオンディーズ,エスピナアスール,フジキセキ,1.8244922991436685,1,0.4661818408377152,2,,1,57.4,86.7,74.9,1
5,3,6,ジュウオウ,牡5,58.0,池添,秋山,540(-12),栗東,2021110162,1032,Justify,Coral Coast,So You Think,0.298463613538989,6,-0.2527283864257691,10,,5,46.9,48.1,46.3,10
6,4,7,セイルロケット,牡4,58.0,鮫島駿,橋口,462(-2),栗東,2022104858,1157,スワーヴリチャード,スプリングゲイル,キンシャサノキセキ,-0.4184070517258983,9,-0.5904452706138896,12,,12,42.4,46.1,41.3,12
7,4,8,ダイヤモンド,牡4,55.0,▲田山,清水久,528(+2),栗東,2022101456,1220,サトノダイヤモンド,マザーズデイ,サクラバクシンオー,-1.4244007877983356,12,-1.0643676760363712,6,,4,54.6,48.6,55.1,6
8,5,9,クリノミニスター,牡7,58.0,吉田隼,荒川,472(+4),栗東,2019103285,1095,シニスターミニスター,アイムヒアー,プリサイスエンド,0.2446600728988068,7,-0.2780751679077219,9,,7,52.2,47.5,48.8,9
9,5,10,サンライズブレイク,牡4,58.0,富田,浜田,514(-2),栗東,2022101396,1168,フォーウィールドライブ,オークヴィル,タニノギムレット,0.4612547732657722,5,-0.176037672326057,7,,10,54.0,46.8,56.5,5
10,6,11,タイセイブロウ,牡5,58.0,吉村,平田,506(0),栗東,2021104101,1216,キンシャサノキセキ,ギブユースマイル,エンパイアメーカー,0.6871709223966874,4,-0.0696088537551648,8,,3,52.6,50.5,54.3,7
11,6,12,フェルサイト,牡5,55.0,▲森田,前川,432(-6),栗東,2021106060,1222,スノードラゴン,プリンセスレジーナ,トーセンジョーダン,-2.1183345311144373,15,-1.3912790046497665,15,,16,38.4,45.4,38.7,15
12,7,13,ディーエストッキー,牡5,58.0,幸,橋口,472(0),栗東,2021105098,732,レッドスパーダ,セデュウシング,アグネスタキオン,-2.697338618218795,16,-1.6640471143014817,5,,9,54.7,47.2,54.3,8
13,7,14,エンブレムボム,牡5,58.0,松本,森秀,526(0),栗東,2021110134,1191,St Patrick's Day,Jelly Cable,Sky Mesa,-0.8339341959336117,11,-0.786199594562358,11,,8,44.8,47.4,43.7,11
14,8,15,グランデスフィーダ,牡6,58.0,西村淳,佐藤悠,538(+8),栗東,2020104913,1171,ドゥラメンテ,シスタリーラヴ,Bellamy Road,0.1674614834273896,8,-0.3144433279723709,3,,6,55.5,47.9,56.5,4
15,8,16,ジャスパーノベル,牝4,53.0,▲和田陽,森秀,452(-8),栗東,2022110113,1223,Vekoma ヴェコマ,Flatter Me Owen,Flatter,-0.8302244323082737,10,-0.7844519295045883,14,,14,38.4,46.0,38.7,14
