,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,コレクテイニア,牡6,60.0,草野,戸田,472(-2),美浦,2020110020,01113,Collected,ダンスウィズキトゥン,Kitten's Joy
1,2,2,アルカンサス,牡7,57.0,▲土田,田中勝,484(0),美浦,2019101023,01198,シルバーステート,ラサンバ,Orientate
2,3,3,メイショウソムリエ,セ5,60.0,大江圭,蛯名正,506(0),美浦,2021102980,01120,サトノダイヤモンド,シーサイドホーム,Storm Cat
3,3,4,プラチナドリーム,牡7,61.0,石神深,菊川,490(+6),美浦,2019106330,01059,ホッコータルマエ,サティーヌアロム,シンボリクリスエス
4,4,5,キングサーガ,セ9,60.0,小野寺,小栗,500(-2),栗東,2017105439,01123,キングカメハメハ,ディアマイベイビー,ディープインパクト
5,4,6,インディゴブラック,セ7,61.0,小坂,奥村豊,524(0),栗東,2019105143,01063,キタサンブラック,カーニバルダクス,Bernardini
6,5,7,ホークフィールド,牡5,61.0,高田,武英,492(-2),栗東,2021105004,01046,キズナ,カンビーナ,Hawk Wing
7,5,8,マルベリーシチー,牡6,60.0,上野,奥平,508(+8),美浦,2020100684,01087,サトノアラジン,ベルミュール,キングカメハメハ
8,6,9,ヴラディア,牡7,60.0,伴,松尾,484(0),美浦,2019105578,01149,ラブリーデイ,ユメノトキメキ,マーベラスサンデー
9,6,10,アスクオンディープ,セ7,60.0,小牧加,前川,490(-2),栗東,2019101612,01196,ディープインパクト,カラズマッチポイント,Curlin
10,7,11,コンテナワールド,牡5,58.0,▲井上,中竹,488(+8),栗東,2021104924,01151,エピファネイア,ユッカマウンテン,アグネスタキオン
11,7,12,クラウンセト,牡7,60.0,江田勇,本間,474(+4),美浦,2019101488,01023,ストロングリターン,クラウンイヴ,ブラックタイド
12,8,13,アメリカンピース,セ8,60.0,黒岩,東田,452(+2),栗東,2018110131,01072,Tapit,La Cloche,Ghostzapper
13,8,14,ロードリベラシオン,牡4,57.0,▲坂口,尾形,508(-4),美浦,2022102821,01211,ダノンバラード,レディシアトル,エンパイアメーカー
