,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,アイムインディ,牝3,55.0,武豊,蛯名正,448(0),美浦,2023105263,666,インディチャンプ,アイムユアーズ,Invincible Spirit,0.5825687946473824,9,0.0104001993651427,5,,8,54.8,47.0,55.5,6
1,1,2,メビウスロマンス,牝3,55.0,戸崎圭,矢嶋,454(-6),美浦,2023101477,5386,ニューイヤーズデイ,セレンディップ,ダイワメジャー,0.6599602861605741,6,0.0508589681868943,2,,9,58.1,46.7,56.5,4
2,2,3,マーゴットオーメン,牝3,55.0,菊沢,菊沢,526(0),美浦,2023102665,1161,ゴールドドリーム,シータトウショウ,ジェニュイン,1.04376801371575,3,0.2515061946137146,8,,5,49.9,52.6,47.1,9
3,2,4,テンハートビート,牝3,55.0,丹内,西田,446(-4),美浦,2023104170,1091,リオンディーズ,ベストリーダー,ゼンノロブロイ,-1.2500407757996708,16,-0.94765249482035,3,,10,57.1,45.7,57.1,3
4,3,5,ブルーノザビーチ,牝3,55.0,小林凌,尾形,490(0),美浦,2023100509,1177,マテラスカイ,タイアンキチジツ,ダンカーク,0.6566503937373889,7,0.0491286207061032,13,,7,40.6,47.6,40.6,14
5,3,6,ロマンスドール,牝3,52.0,▲水沼,石栗,376(0),美浦,2023102196,1201,マクフィ,カプレーゼ,アグネスデジタル,-0.218378994439113,12,-0.4083197503779117,15,,4,39.7,54.3,40.5,16
6,4,7,マオノサルート,牝3,55.0,原,黒岩,450(0),美浦,2023101283,1184,スマートファルコン,ロックンルージュ,カジノドライヴ,-0.6749571913487125,13,-0.6470099649820453,12,,15,40.7,42.3,41.1,12
7,4,8,ララムーティエ,牝3,55.0,小林脩,青木,430(0),美浦,2023103209,1183,ノーブルミッション,ハイフィールド,マーベラスサンデー,0.981053015216877,4,0.2187200113226237,15,,2,39.7,58.2,40.5,15
8,5,9,ティアップシャイン,牝3,52.0,▲佐藤,奥平,454(-12),美浦,2023101730,1207,ダノンスマッシュ,ティアップブロンド,ゴールドアリュール,1.7867575166831358,1,0.6399266779225513,1,,3,77.6,55.5,58.4,2
9,5,10,マリノステアハート,牝3,55.0,木幡巧,牧,462(0),美浦,2023100806,1162,モーニン,マリノオークション,シンボリクリスエス,0.3122328265501314,11,-0.1309261948365608,9,,6,48.9,48.7,49.9,8
10,6,11,ジャメビュ,牝3,52.0,▲遠藤,佐藤吉,430(-2),美浦,2023102401,1218,ダノンレジェンド,ハルシュタット,ファスリエフ,0.414989581131196,10,-0.0772069590758684,4,,13,57.0,43.5,56.3,5
11,6,12,ロジザボード,牝3,55.0,岩田康,古賀慎,488(0),美浦,2023104017,5203,ドレフォン,ロジヒューズ,ヘニーヒューズ,0.7525850554966829,5,0.0992813988244913,10,,1,46.5,82.7,76.3,1
12,7,13,ニシノギャルズ,牝3,55.0,武藤,水野,470(+6),美浦,2023100360,1169,セイウンコウセイ,フィールドボニータ,コロナドズクエスト,-0.7516443688818062,14,-0.6871005321327663,11,,12,45.1,44.4,41.5,11
13,7,14,ウインディナナコ,牝3,55.0,石橋脩,勢司,408(0),美浦,2023100321,1077,ミッキーアイル,ヒマラヤタカコ,タイキシャトル,0.6517122294788632,8,0.0465470443308052,7,,14,50.0,43.0,43.7,10
14,8,15,アリアーネ,牝3,55.0,菅原隆,鈴木慎,460(0),美浦,2023100856,1129,スノードラゴン,ダンシングヒロイン,トワイニング,-0.8267979379470256,15,-0.726389358559131,14,,16,39.8,42.0,40.6,13
15,8,16,トモジャオーリー,牝3,55.0,津村,鈴木伸,438(0),美浦,2023103068,1092,モズアスコット,トモジャプリマ,ブラックタイド,1.2721758699367682,2,0.3709133861696869,6,,11,54.6,45.7,54.3,7
