,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,コンバスチョン,セ7,60.0,上野,伊藤圭,500(-4),美浦,2019101889,01087,ディスクリートキャット,スモーダリング,パイロ
1,2,2,パープルアドミラル,牡6,60.0,金子,堀内,450(-2),美浦,2020104328,01052,シビルウォー,ママノヨリミチ,マンハッタンカフェ
2,3,3,ハイウェイスター,牝5,58.0,中村,宮本,496(+4),栗東,2021106621,01101,アメリカンペイトリオット,キエレ,Distorted Humor
3,4,4,アメリカンピース,セ8,60.0,小坂,東田,462(+10),栗東,2018110131,01063,Tapit,La Cloche,Ghostzapper
4,5,5,ヴィアルークス,牡8,60.0,森一,小林,518(+4),栗東,2018106815,01139,ディープインパクト,リズムオブライト,Beat Hollow
5,6,6,トモジャシック,牡4,59.0,難波,大根田,484(+14),栗東,2022104293,01066,タリスマニック,トモジャオール,エンパイアメーカー
6,6,7,レッドラマンシュ,セ7,60.0,小牧加,庄野,474(-2),栗東,2019103920,01196,ロードカナロア,レッドシェリール,ゼンノロブロイ
7,7,8,ベイビーベリッシモ,牡4,59.0,五十嵐,大和田,494(-8),美浦,2022102728,01069,ロゴタイプ,カルテブランシェ,ゴールドアリュール
8,7,9,サルサロッサ,牝7,58.0,草野,高柳瑞,460(+6),美浦,2019103100,01113,エスケンデレヤ,ノバラ,マンハッタンカフェ
9,8,10,グアラニア,牡5,60.0,伴,矢野,514(+8),美浦,2021103051,01149,マインドユアビスケッツ,ファド,ダイワメジャー
10,8,11,ウォーターリーダー,牡6,60.0,高田,藤野,452(0),栗東,2020100948,01046,ルーラーシップ,ウォーターラボ,マンハッタンカフェ
