,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),オッズ,人気,所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,v3_score,v3_rank,p_ai,p_market
0,1,1,ジャストグレース,牡3,57.0,古川吉,大根田,496(+6),51.8,13,栗東,2023102517,01015,ホッコータルマエ,インファクト,ダイワメジャー,-0.7173616498528815,12,-0.19123844503834983,9,-0.9460333932441323,10,-1.1147513113768235,10,0.050152361296793735,0.015197601721421011
1,2,2,リベンジャー,牡3,57.0,石川倭,柴田,486(-4),49.6,12,栗東,2023104286,05534,シニスターミニスター,ソングオブザハート,マジェスティックウォリアー,-0.675124472995469,11,0.06005589792153107,3,-0.6393790930543327,6,-1.0400594490096353,9,0.054041780499073176,0.015871688894548555
2,3,3,クルビデンス,牡3,57.0,佐々木,菊川,470(0),2.6,1,美浦,2023104001,01197,アメリカンペイトリオット,シャインレジーナ,アグネスタキオン,2.1914218548272952,1,0.07638629995207939,1,-0.7743833401925708,8,-0.6880155539319747,5,0.07684584140870573,0.30278298814215704
3,3,4,マーゴットデウス,セ3,57.0,小沢,今野,498(+4),36.4,11,栗東,2023103289,01185,ドレフォン,スターリーウインド,ゼンノロブロイ,-0.6587790906788408,10,-0.24588040446047965,14,-1.425008602571627,13,-1.1167515215361736,11,0.050052146293158704,0.02162735629586836
4,4,5,メイショウシンガン,牡3,57.0,横山琉,高橋忠,464(+2),22.0,9,栗東,2023104988,01192,ニューイヤーズデイ,コンゴウレイワ,アイルハヴアナザー,-0.850987440428958,13,-0.23295685333571467,11,-0.35019333253400176,3,-2.3132067722535203,14,0.015128950155200173,0.03578344405316402
5,4,6,フレンチブラッサム,牝3,55.0,横山典,柄崎,450(-4),4.8,2,美浦,2023105062,00660,ホッコータルマエ,ピッパレジーナ,ゴールドアリュール,2.1805779658472892,2,-0.16114489755516098,8,-0.9209090755902847,9,0.3382585454769843,1,0.21444975206854586,0.16400745191033508
6,5,7,ショウナンタヅナ,牡3,57.0,池添,武市,470(0),19.3,8,美浦,2023100531,01032,ドレフォン,ウインフロレゾン,フジキセキ,-0.4151732034825402,9,-0.23295685333571467,11,-0.5469931585922343,4,-0.9830807133420949,8,0.05721042837495838,0.04078941809168955
7,5,8,ニットウエース,牡3,57.0,浜中,稲垣,438(-2),16.4,6,美浦,2023104977,01115,モズアスコット,ニットウムギ,ケイムホーム,-0.23136074293779887,6,-0.07229507798351678,6,0.4037775120595727,1,-0.7833574263558217,7,0.06985764181934957,0.04800218104692734
8,6,9,ロードクローザー,牡3,57.0,横山和,中舘,520(+2),5.9,3,美浦,2023105060,01140,ナダル,バケットリスト,シンボリクリスエス,0.292946741238688,3,-0.23295685333571467,11,-1.3431994845306257,12,-1.3143267578354612,12,0.041078716946309754,0.1334297913846794
9,6,10,アンタレス,牡3,54.0,▲和田陽,藤野,502(-6),13.2,5,栗東,2023100017,01223,キズナ,マサノバルサー,エンパイアメーカー,0.08128710738739658,5,-0.07229507798351678,6,-0.6166236686627272,5,-0.5080205403203273,3,0.09200071686576072,0.05963907342194003
10,7,11,ゴーントゥファー,セ3,56.0,☆長浜,小島,470(0),120.7,14,美浦,2023106531,01214,ドレフォン,グローリアスサルム,キズナ,-0.25835991020421156,7,0.06005589792153107,3,-1.8619709516822875,14,-0.3438001643684574,2,0.10842045223783918,0.00652225160869601
11,7,12,サンオブザサン,牡3,57.0,斎藤,高橋一,516(+6),9.1,4,栗東,2023101979,01178,タニノフランケル,ソレイユフルール,マツリダゴッホ,0.22762130909205752,4,0.009716632142101818,5,-0.3181081854179661,2,-0.6360962747237313,4,0.08094101136672988,0.08650942518347345
12,8,13,フェンリル,牡3,57.0,菊沢,高木,502(+2),18.4,7,美浦,2023106726,01161,ドレフォン,ユーブゴットイット,Sea The Stars  Sea the Stars,-0.2697525064171798,8,0.06005589792153107,3,-0.7636741647742195,7,-0.7681623373201734,6,0.07092724065139894,0.042784552672261326
13,8,14,ワンダーゾルダート,牡3,57.0,松本,羽月,436(-2),29.1,10,栗東,2023101714,01191,ゴールドドリーム,クインズモモナ,エイシンフラッシュ,-0.896955961394843,14,-0.23295685333571467,11,-1.2647299695847902,11,-2.0910275425992655,13,0.018892960016176203,0.02705277557283877
