,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,シシリアンキッス,牝3,55.0,菊沢,佐藤吉,446(+12),美浦,2023104616,1161,イスラボニータ,シセイイワイ,ヴィクトワールピサ,-1.659451789629498,15,-1.2139998050245029,14,,11,39.5,45.2,40.5,14
1,1,2,ニケフェリーチェ,牝3,55.0,柴田大,菊川,452(+4),美浦,2023102935,1009,アジアエクスプレス,フロリール,クロフネ,-1.1837411781903369,14,-0.957168584486804,16,,16,39.3,42.0,40.5,16
2,2,3,プレイメイカー,牝3,55.0,横山武,栗田,458(-6),美浦,2023101165,1170,ベンバトル,ポップアイコン,ダイワメジャー,-0.4455015410476505,11,-0.5586006684105559,4,,6,56.3,50.3,54.0,5
3,2,4,アイアンパイク,牝3,55.0,横山典,村田,458(-2),美浦,2023102633,660,ヘンリーバローズ,チアズスワロー,フレンチデピュティ,0.9873325258033238,4,0.2149715693497825,2,,3,56.8,53.3,49.9,7
4,3,5,トリエンナーレ,牝3,55.0,荻野極,森一,416(-8),美浦,2023103779,1160,マインドユアビスケッツ,サンヴァンサン,クロフネ,-0.2201548570342036,10,-0.4369383331428917,10,,12,48.2,44.7,47.3,10
5,3,6,アッシズオブローズ,牝3,55.0,ルメール,尾関,472(+10),美浦,2023107360,5339,アドマイヤマーズ,ロサグラウカ,ルーラーシップ,1.4251610437410835,3,0.4513506408781201,3,,1,56.5,83.8,57.2,3
6,4,7,プリンセスダーコ,牝3,55.0,原,清水英,470(-4),美浦,2023109055,1184,マクフィ,エイシンエトワール,ディープインパクト,0.4680844821640294,7,-0.06536505884996,11,,13,46.1,42.9,43.6,11
7,4,8,アルティオーラ,牝3,55.0,小林脩,浅利,408(0),美浦,2023104962,1183,ダノンプレミアム,ショーハイウェイ,パイロ,-1.6817449627406815,16,-1.2260356577511888,13,,15,39.7,42.1,40.6,13
8,5,9,ピンクサウスポー,牝3,55.0,石橋脩,勢司,460(-6),美浦,2023107488,1077,エポカドーロ,フローレススカイ,クロフネ,-0.7916904884688211,13,-0.7455044871709906,15,,14,39.3,42.2,40.5,15
9,5,10,ビーチイン,牝3,55.0,丹内,和田勇,420(-14),美浦,2023105830,1091,ダノンプレミアム,アグアアスール,ロードカナロア,2.190183266130414,1,0.8643781966862649,8,,2,51.6,56.9,78.5,1
10,6,11,クイーンズホリデー,牝3,52.0,▲舟山,林,486(+6),美浦,2023100941,1221,オルフェーヴル,タイキオードリー,キングカメハメハ,0.112872824275197,9,-0.2571401453228331,5,,4,53.1,51.5,49.0,9
11,6,12,イデアクリスタル,牝3,55.0,横山和,小西,472(-6),美浦,2023102033,1140,ホークビル,トゥルヴァーユ,ダイワメジャー,1.5743492780634032,2,0.5318958197946639,6,,10,52.5,47.9,52.4,6
12,7,13,ノーブルクラウド,牝3,55.0,西村淳,久保田,470(-8),美浦,2023103069,1171,カレンブラックヒル,ノーブルスノー,クロフネ,0.9306716391362232,5,0.184380944861851,1,,9,78.3,48.1,59.5,2
13,7,14,アスパラゴ,牝3,55.0,江田照,田村,476(+2),美浦,2023100332,689,カリフォルニアクローム,アルスノヴァ,ダンスインザダーク,0.3717862268129089,8,-0.1173554871960015,12,,7,40.8,49.7,41.1,12
14,8,15,ライヴマルガリータ,牝3,55.0,木幡巧,牧,464(-6),美浦,2023101046,1162,モズアスコット,ライトフェアリー,サムライハート,-0.5302959453387639,12,-0.6043802869962535,7,,8,52.4,48.7,56.1,4
15,8,16,ペカリーナ,牝3,55.0,木幡初,竹内,462(-2),美浦,2023106578,1153,ルーラーシップ,ベッキー,ブラックタイド,0.5224644019183011,6,-0.0360059047184615,9,,5,49.7,50.7,49.1,8
