,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank,score_hitrate,rank_hitrate,score_value,rank_value,idx_hitrate,idx_value,idx_mar,rank_mar
0,1,1,マリノエステーラ,牝3,52.0,▲橋木,中竹,440(0),栗東,2023100804,1215,コントレイル,プレイスオブアーナー,First Samurai,-0.0145352127103123,9,-0.0034258113043464,13,,15,41.4,45.1,41.1,14
1,1,2,ギレイ,牡3,57.0,吉村,清水久,494(-6),栗東,2023103419,1216,ブリックスアンドモルタル,ザレマ,ダンスインザダーク,0.1825861651090606,7,0.0042658316913247,11,,16,44.8,44.9,43.2,11
2,2,3,キタノシャカール,牡3,57.0,池添,吉田,444(+2),栗東,2023100475,1032,ニューイヤーズデイ,エアヴェイユ,Hard Spun,-0.6222268514591297,13,-0.0271378368006036,5,,3,54.9,50.6,52.8,7
3,2,4,キボウホー,牡3,57.0,岩田康,松永幹,450(+2),栗東,2023103431,5203,Zarak,シーユーオールウェイズ,Siyouni,-0.0145352127103123,9,-0.0034258113043464,12,,13,43.5,45.2,43.9,10
4,3,5,フロムザムーン,牡3,57.0,小崎,畑端,470(+4),栗東,2023102369,1152,ルヴァンスレーヴ,カグラヒメ,マンハッタンカフェ,-0.5002949081982837,12,-0.0223800728903378,16,,12,41.4,45.4,41.1,15
5,3,6,ワンダフルデイズ,牡3,57.0,ハマーハン,高橋忠,506(+8),栗東,2023107050,5676,ルーラーシップ,シーオブラブ,ディープインパクト,-1.207462016431073,14,-0.049973614468522,4,,5,55.0,49.5,56.9,3
6,4,7,ミスターエメラルド,牡3,57.0,鮫島駿,中村,514(-4),栗東,2023106516,1157,ドレフォン,エイシンシラユキ,クロフネ,1.4030084959534892,2,0.0518865056975803,6,,2,53.1,55.1,53.4,5
7,4,8,メイショウソウテン,牡3,57.0,和田竜,鈴木孝,562(+2),栗東,2023103180,1018,ブリックスアンドモルタル,アスカリアン,マンハッタンカフェ,-1.2217456030948268,15,-0.0505309576168435,8,,6,49.0,49.0,52.8,6
8,5,9,ニテンイチリュウ,牡3,57.0,田口,高橋康,488(+8),栗東,2023102190,1208,ディープブリランテ,ムサシレパード,ローエングリン,-0.0145352127103123,9,-0.0034258113043464,14,,10,41.4,45.8,41.1,13
9,5,10,メイショウゴウケツ,牡3,57.0,太宰,石橋,502(+4),栗東,2023106563,1037,リオンディーズ,メイショウカズヒメ,フレンチデピュティ,0.8812058313491888,3,0.031525853521113,15,,8,41.4,47.5,41.0,16
10,6,11,メンデレーエフ,牡3,57.0,岩田望,野中,484(+4),栗東,2023101111,1174,ディスクリートキャット,エレメンツ,パイロ,-0.0145352127103123,9,-0.0034258113043464,2,,4,56.3,49.7,55.7,4
11,6,12,ミニュイ,牡3,54.0,▲田山,秋山,492(+4),栗東,2023104866,1220,ドレフォン,シンデレラ,ハーツクライ,0.7572743647313426,4,0.0266900685458888,10,,14,45.2,45.1,44.7,9
12,7,13,サンセバ,牡3,57.0,武豊,吉岡,480(+4),栗東,2023100900,666,Justify,アモータゼイション,Kingman,0.5517069423874733,5,0.0186688623139688,3,,7,56.1,48.8,58.3,2
13,7,14,アンコールアゲイン,牡3,57.0,松山,今野,484(-2),栗東,2023102215,1126,ナダル,アメリカンドミンゴ,Scat Daddy,1.466440996321132,1,0.0543616311890314,1,,1,81.0,86.0,79.0,1
14,8,15,ロンバルドシチー,牡3,57.0,高杉,西園翔,450(-4),栗東,2023105112,1213,ルヴァンスレーヴ,アルポルト,ルーラーシップ,-1.409754076746322,16,-0.0578670166251843,9,,11,46.4,45.4,43.1,12
15,8,16,マシン,牡3,57.0,団野,石坂,470(+2),栗東,2023105387,1180,クリソベリル,ラインダール,クロフネ,0.2809832610089738,6,0.0081052698174445,7,,9,49.3,46.8,51.8,8
