,race_type,course_len,ground_state,class,上り,通過1,通過2,通過3,通過4
0,芝,1200,全,all,34.4,5.9,5.4,,
1,芝,1200,良,all,34.3,5.7,5.2,,
2,芝,1200,稍重,all,34.8,7.1,5.9,,
3,芝,1200,重,all,35.0,7.8,7.3,,
4,芝,1200,不良,all,36.1,4.0,3.3,,
5,芝,1200,全,未勝利,35.0,4.9,4.5,,
6,芝,1200,良,未勝利,35.0,4.9,4.7,,
7,芝,1200,稍重,未勝利,35.3,6.8,4.9,,
8,芝,1200,重,未勝利,35.2,2.8,2.2,,
9,芝,1200,不良,未勝利,,,,,
10,芝,1200,全,新馬,34.8,3.3,3.2,,
11,芝,1200,良,新馬,34.9,3.1,3.0,,
12,芝,1200,稍重,新馬,35.5,2.8,2.8,,
13,芝,1200,重,新馬,,,,,
14,芝,1200,不良,新馬,,,,,
15,芝,1200,全,1勝クラス,34.5,6.2,5.8,,
16,芝,1200,良,1勝クラス,34.3,5.4,5.0,,
17,芝,1200,稍重,1勝クラス,35.0,7.2,6.3,,
18,芝,1200,重,1勝クラス,34.9,9.5,9.0,,
19,芝,1200,不良,1勝クラス,35.6,1.3,1.3,,
20,芝,1200,全,2勝クラス,34.3,5.9,5.2,,
21,芝,1200,良,2勝クラス,34.2,5.4,4.8,,
22,芝,1200,稍重,2勝クラス,34.2,9.2,7.6,,
23,芝,1200,重,2勝クラス,35.6,6.9,6.9,,
24,芝,1200,不良,2勝クラス,37.2,6.8,5.6,,
25,芝,1200,全,3勝クラス,34.1,6.9,6.1,,
26,芝,1200,良,3勝クラス,34.0,6.3,5.8,,
27,芝,1200,稍重,3勝クラス,34.4,10.3,8.7,,
28,芝,1200,重,3勝クラス,35.0,2.2,2.2,,
29,芝,1200,不良,3勝クラス,36.9,12.0,8.4,,
30,芝,1200,全,オープン,34.0,6.1,5.6,,
31,芝,1200,良,オープン,33.9,6.5,5.9,,
32,芝,1200,稍重,オープン,34.4,5.0,4.8,,
33,芝,1200,重,オープン,35.2,2.9,2.9,,
34,芝,1200,不良,オープン,,,,,
35,芝,1600,全,all,34.9,6.1,5.8,5.0,
36,芝,1600,良,all,34.8,6.2,5.7,4.9,
37,芝,1600,稍重,all,35.3,5.3,5.0,4.4,
38,芝,1600,重,all,35.8,6.2,6.4,5.2,
39,芝,1600,不良,all,36.6,7.1,7.1,7.1,
40,芝,1600,全,未勝利,35.3,5.6,5.2,4.4,
41,芝,1600,良,未勝利,35.1,6.1,5.6,4.6,
42,芝,1600,稍重,未勝利,35.8,3.8,3.6,3.1,
43,芝,1600,重,未勝利,36.0,4.9,4.9,4.6,
44,芝,1600,不良,未勝利,37.1,2.3,2.3,1.9,
45,芝,1600,全,新馬,34.9,4.8,4.6,3.8,
46,芝,1600,良,新馬,34.9,4.6,4.4,3.6,
47,芝,1600,稍重,新馬,35.0,4.7,4.2,3.9,
48,芝,1600,重,新馬,35.2,4.7,5.5,4.3,
49,芝,1600,不良,新馬,34.4,13.5,12.4,12.4,
50,芝,1600,全,1勝クラス,34.7,6.5,5.8,4.9,
51,芝,1600,良,1勝クラス,34.6,6.4,5.6,4.6,
52,芝,1600,稍重,1勝クラス,35.2,6.6,6.8,5.4,
53,芝,1600,重,1勝クラス,36.5,10.5,10.5,10.5,
54,芝,1600,不良,1勝クラス,,,,,
55,芝,1600,全,2勝クラス,34.8,6.7,6.2,5.4,
56,芝,1600,良,2勝クラス,34.8,6.7,5.9,5.2,
57,芝,1600,稍重,2勝クラス,35.1,5.2,5.4,4.6,
58,芝,1600,重,2勝クラス,35.2,8.6,8.7,7.0,
59,芝,1600,不良,2勝クラス,36.2,11.8,12.0,12.8,
60,芝,1600,全,3勝クラス,34.7,6.2,6.2,5.5,
