,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4
0,1,1,ブラックボイス,牡7,60.0,坂口,浅利,516(-6),美浦,2019105276,01211,ブラックタイド,ソングライティング,Giant's Causeway
1,2,2,クラップサンダー,牡7,60.0,黒岩,牧田,460(-4),栗東,2019103278,01072,ジャスタウェイ,ゲッコウ,キングカメハメハ
2,3,3,スマイルスルー,セ6,61.0,高田,斉藤崇,514(-14),栗東,2020103446,01046,ルーラーシップ,スマイルシャワー,シンボリクリスエス
3,4,4,ホウオウプロサンゲ,牡5,59.0,小野寺,矢作,502(-10),栗東,2021105623,01123,キズナ,セルキス,Monsun
4,5,5,アルカンサス,牡7,59.0,土田,田中勝,476(-8),美浦,2019101023,01198,シルバーステート,ラサンバ,Orientate
5,6,6,オールザワールド,牡9,60.0,森一,中竹,484(+6),栗東,2017105248,01139,キズナ,エピックラヴ,Dansili
6,6,7,ナリノモンターニュ,牡9,60.0,五十嵐,上原博,510(-2),美浦,2017104700,01069,ヴィクトワールピサ,オメガアイランド,エルコンドルパサー
7,7,8,エンデュミオン,牡9,60.0,難波,清水久,474(+6),栗東,2017106153,01066,ヴィクトワールピサ,ヒラボクビジン,ブライアンズタイム
8,7,9,トーアモルペウス,セ6,60.0,石神深,辻,486(-16),美浦,2020103173,01059,タリスマニック,トーアヒミコ,クロフネ
9,8,10,デシマルサーガ,牡6,59.0,上野,粕谷,472(-8),美浦,2020100046,01087,バゴ,ラリエット,メイショウボーラー
10,8,11,クラウンセト,牡7,59.0,草野,本間,466(-8),美浦,2019101488,01113,ストロングリターン,クラウンイヴ,ブラックタイド
