,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605030210,1,3,6,ポッドベル,牡4,58.0,松山,0:1:24.2,,2,4.6,36.0,6-4,美浦 和田勇,472(-4)
202605030210,2,7,13,キョウエイカンセ,牡5,58.0,菅原明,0:1:24.3,3/4,6,23.9,35.2,13-13,美浦 萱野,496(-8)
202605030210,3,4,7,シホノペルフェット,牡4,58.0,ゴンサ,0:1:24.6,2,8,53.9,36.6,2-3,栗東 寺島,514(-2)
202605030210,4,5,10,マジッククッキー,牡3,55.0,戸崎圭,0:1:24.6,ハナ,1,1.4,35.2,16-14,美浦 加藤士,500(0)
202605030210,5,8,16,ライジンマル,セ5,58.0,木幡初,0:1:24.7,クビ,3,14.0,36.2,7-7,美浦 竹内,530(-4)
202605030210,6,8,15,プチブール,牝5,56.0,三浦,0:1:24.9,1.1/4,7,34.4,35.5,15-14,美浦 松尾,450(-2)
202605030210,7,2,3,エムティエスターテ,牡4,58.0,大野,0:1:25.4,3,4,17.0,36.8,9-9,美浦 矢野,474(-4)
202605030210,8,7,14,ホウオウプレミア,牡7,58.0,岩田康,0:1:25.5,1/2,5,17.6,36.9,9-9,美浦 奥村武,490(0)
202605030210,9,1,2,フクチャントウメイ,セ5,58.0,吉田豊,0:1:25.8,1.1/2,12,109.9,36.8,12-11,美浦 加藤征,540(+4)
202605030210,10,6,12,ミスエル,牡5,58.0,菊沢,0:1:25.9,1,11,105.1,36.6,13-14,美浦 菊沢,492(+6)
202605030210,11,2,4,メッエフアパラ,牡5,58.0,石橋脩,0:1:26.0,クビ,13,123.7,38.1,1-1,美浦 辻,462(-2)
202605030210,12,5,9,レヴィテーション,牝5,56.0,黛,0:1:26.0,クビ,14,237.3,37.5,7-7,美浦 中川,454(+14)
202605030210,13,6,11,クインズシフォン,牝4,56.0,津村,0:1:26.3,1.3/4,10,78.6,38.2,4-4,美浦 和田郎,462(+6)
202605030210,14,3,5,ケープアグラス,牝5,56.0,舟山,0:1:26.3,ハナ,16,243.8,38.4,2-2,美浦 金成,478(+2)
202605030210,15,1,1,リリージェーン,牝6,56.0,原,0:1:26.4,1/2,15,242.3,37.4,9-11,美浦 小手川,440(-2)
202605030210,16,4,8,レイアポポ,牝4,56.0,丹内,0:1:27.2,5,9,60.0,39.0,4-4,美浦 青木,490(+2)
