,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605030212,1,5,10,マクリール,牡3,55.0,ルメー,0:1:36.3,,1,1.9,35.8,6-5,美浦 手塚久,464(-6)
202605030212,2,6,11,ホウキボシ,セ6,58.0,松山,0:1:36.3,クビ,7,29.2,36.2,1-1,美浦 堀,504(-8)
202605030212,3,7,13,ベラジオワールド,牡4,57.0,横山和,0:1:36.4,クビ,4,8.9,35.3,11-11,美浦 伊藤大,494(0)
202605030212,4,7,14,リベッチオ,牡3,55.0,戸崎圭,0:1:36.6,1,3,5.1,36.3,3-2,栗東 杉山晴,492(0)
202605030212,5,1,1,テンカムテキ,牡3,55.0,丹内,0:1:36.8,1.1/2,5,13.4,36.5,3-2,美浦 林,508(+6)
202605030212,6,6,12,パイシャオピン,牝4,56.0,横山武,0:1:36.8,ハナ,6,26.0,36.0,10-10,美浦 鈴木伸,470(+2)
202605030212,7,8,16,ヘリオトロープ,牡4,58.0,レーン,0:1:37.1,2,2,4.9,36.4,9-8,美浦 大竹,478(0)
202605030212,8,1,2,トーホウキザン,牡6,58.0,藤懸,0:1:37.5,2,14,444.2,36.2,13-13,栗東 高橋康,486(+2)
202605030212,9,3,6,トラヴェリンバンド,牡4,58.0,ゴンサ,0:1:37.6,3/4,9,55.7,37.4,2-2,栗東 西村,456(-6)
202605030212,10,2,4,フィーチャリング,セ4,58.0,原,0:1:37.8,1.1/2,10,69.0,36.6,13-13,美浦 和田郎,460(+2)
202605030212,11,5,9,アースイオス,牡5,58.0,小林脩,0:1:37.9,クビ,16,565.7,36.5,15-16,美浦 手塚徳,524(-8)
202605030212,12,4,8,セントラルヴァレー,セ5,58.0,岩田望,0:1:38.1,1.1/2,8,30.1,37.6,6-5,美浦 栗田,482(0)
202605030212,13,4,7,グレイスザクラウン,セ4,58.0,木幡巧,0:1:38.3,3/4,11,178.4,37.0,15-13,美浦 上原博,510(-2)
202605030212,14,3,5,コパノエビータ,牝5,56.0,嶋田,0:1:38.9,3.1/2,15,531.3,38.4,3-5,美浦 手塚久,434(0)
202605030212,15,8,15,アスゴッド,牡4,58.0,高杉,0:1:39.2,1.3/4,12,204.6,38.1,11-11,栗東 矢作,500(-6)
202605030212,16,2,3,エンファサイズ,牡6,58.0,長浜,0:1:40.1,5,13,296.7,39.5,6-8,美浦 小笠,450(0)
