,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605030106,1,2,4,ポッドジーク,牡3,57.0,荻野極,0:1:38.1,,5,14.0,37.4,,美浦 畠山,498(-10)
202605030106,2,7,13,テンオンスゴールド,牡3,57.0,江田照,0:1:38.3,1.1/2,6,15.8,37.8,,美浦 田中剛,472(-2)
202605030106,3,3,6,ロングミックス,牡3,57.0,横山典,0:1:38.3,クビ,8,18.8,37.0,,美浦 村田,488(0)
202605030106,4,8,15,タマモブレイキン,牡3,57.0,菊沢,0:1:38.4,1/2,10,34.4,37.4,,美浦 伊藤圭,488(-4)
202605030106,5,4,8,アオイミズホ,牡3,57.0,戸崎圭,0:1:39.1,4,1,2.5,37.3,,美浦 古賀慎,516(-2)
202605030106,6,6,11,ラッキースウィッチ,牡3,57.0,ルメー,0:1:39.2,クビ,2,3.4,38.4,,美浦 蛯名正,476(0)
202605030106,7,1,2,ホウオウファラオ,牡3,57.0,岩田康,0:1:39.5,2,11,55.7,37.5,,美浦 奥村武,476(+2)
202605030106,8,8,16,タニセンローマ,牡3,57.0,斎藤,0:1:39.6,クビ,12,63.8,38.8,,美浦 斎藤誠,464(-2)
202605030106,9,5,10,ノリキング,牡3,57.0,北村宏,0:1:39.8,1.1/2,4,12.9,39.4,,美浦 伊藤大,514(-8)
202605030106,10,5,9,ドゥーニ,牡3,57.0,津村,0:1:39.8,ハナ,7,16.8,38.2,,美浦 矢嶋,482(-6)
202605030106,11,1,1,フェンリル,牡3,57.0,佐々木,0:1:39.8,クビ,9,29.2,37.6,,美浦 高木,500(0)
202605030106,12,6,12,モウレツ,牡3,57.0,原田和,0:1:40.3,2.1/2,15,280.2,38.9,,美浦 蛯名利,474(+10)
202605030106,13,4,7,パンパネイラ,セ3,57.0,吉田豊,0:1:40.6,2,13,72.2,38.4,,美浦 高橋文,446(0)
202605030106,14,3,5,ショービット,牡3,57.0,武藤,0:1:41.1,3,16,475.0,39.6,,美浦 小笠,486(+7)
202605030106,15,7,14,ウインファイネスト,牡3,57.0,ゴンサ,0:1:41.5,2,14,76.3,40.6,,美浦 鹿戸,484(0)
202605030106,16,2,3,ファーザーアウェイ,牡3,57.0,三浦,0:1:41.6,1/2,3,8.2,40.1,,美浦 尾関,464(+6)
