,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605030109,1,6,8,エリプティクカーブ,牡3,54.0,横山武,0:2:24.6,,2,3.7,33.5,,美浦 大竹,474(-2)
202605030109,2,7,10,ウップヘリーア,牡3,54.0,ルメー,0:2:25.0,2.1/2,1,2.1,33.8,,美浦 黒岩,496(0)
202605030109,3,7,9,サンセットビュー,牝5,56.0,ディー,0:2:25.1,1/2,6,25.8,33.8,,栗東 新谷,474(0)
202605030109,4,5,5,ゲンジ,牡4,58.0,ゴンサ,0:2:25.1,クビ,7,35.6,33.6,,美浦 尾形,426(0)
202605030109,5,8,12,イブキ,牡3,54.0,横山和,0:2:25.2,クビ,3,3.9,33.4,,美浦 矢野,460(0)
202605030109,6,3,3,ヴォートセレスト,牡3,54.0,石川,0:2:25.3,1,5,18.0,33.9,,美浦 奥村武,508(+12)
202605030109,7,1,1,トラストボス,牡5,58.0,三浦,0:2:25.3,ハナ,9,52.1,34.0,,美浦 高橋文,442(-8)
202605030109,8,8,11,オリオアルセーリオ,牝4,56.0,北村宏,0:2:25.4,クビ,11,125.5,33.8,,美浦 木村,420(+4)
202605030109,9,2,2,ニシノヒノトリ,牡3,54.0,津村,0:2:25.9,3,4,13.5,34.3,,美浦 手塚久,490(+8)
202605030109,10,6,7,ガンバルマン,牡4,58.0,菅原明,0:2:25.9,アタマ,8,43.3,33.9,,美浦 萱野,480(-2)
202605030109,11,4,4,リアライズオーラム,セ4,58.0,荻野極,0:2:26.0,クビ,10,56.9,34.9,,美浦 上原佑,508(+2)
202605030109,12,5,6,リリエンフェルト,牝5,56.0,原田和,0:2:26.4,2.1/2,12,179.5,34.6,,美浦 上原博,470(+1)
