,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202605030202,1,4,8,インナーパッション,牡3,57.0,横山琉,0:2:12.7,,4,7.5,37.0,13-13-12-8,美浦 斎藤誠,520(+8)
202605030202,2,6,11,ワンダーブリッツ,牡3,57.0,横山武,0:2:12.8,1/2,1,2.7,37.9,3-2-3-3,美浦 久保田,508(-2)
202605030202,3,1,1,クリムゾンリーフ,牡3,57.0,ゴンサ,0:2:13.1,2,3,4.6,38.0,6-4-3-4,美浦 加藤士,466(+2)
202605030202,4,7,14,ウォーレーションズ,牡3,57.0,菊沢,0:2:14.1,6,12,172.2,37.5,15-15-16-16,美浦 鈴木慎,526(-2)
202605030202,5,4,7,ネイティヴプライド,牡3,57.0,菅原明,0:2:14.1,クビ,5,13.0,38.5,10-9-9-8,美浦 高木,478(+2)
202605030202,6,3,5,タートルインメイ,牝3,55.0,松岡,0:2:14.5,2,13,181.6,39.1,7-7-7-6,美浦 奥平,484(0)
202605030202,7,5,9,ブルーフレア,牡3,57.0,大野,0:2:15.1,4,2,4.2,40.3,2-2-2-2,美浦 辻,492(-2)
202605030202,8,8,16,キタイノホシ,牡3,55.0,△舟山,0:2:15.1,クビ,6,14.6,40.0,3-4-3-4,美浦 蛯名利,440(-2)
202605030202,9,2,4,アイムスティルミー,セ3,57.0,江田照,0:2:15.7,3.1/2,9,43.8,40.0,11-11-9-8,美浦 手塚久,436(-2)
202605030202,10,2,3,ホグホグナナハン,牡3,57.0,丸田,0:2:16.4,4,15,299.5,40.2,12-12-12-12,美浦 小笠,462(+2)
202605030202,11,3,6,マスカルポーネ,牝3,55.0,武藤,0:2:16.5,クビ,8,24.4,41.7,1-1-1-1,美浦 水野,446(+12)
202605030202,12,8,15,ブラックパロット,牡3,57.0,佐々木,0:2:16.5,アタマ,7,21.8,40.8,7-7-7-8,美浦 手塚徳,526(+2)
202605030202,13,6,12,ロジキセキ,牡3,54.0,▲石田,0:2:16.8,1.3/4,10,45.5,41.4,5-4-6-6,美浦 新開,488(0)
202605030202,14,1,2,キョウエイシュバル,牡3,57.0,原,0:2:16.9,3/4,14,205.4,40.7,15-15-15-12,美浦 萱野,480(+2)
202605030202,15,7,13,マイネルスラーヴァ,牡3,57.0,丹内,0:2:17.9,6,16,335.5,41.6,13-14-12-15,美浦 高木,506(-2)
202605030202,16,5,10,アルティシエル,牡3,57.0,木幡巧,0:2:18.7,5,11,123.9,42.5,9-9-11-12,美浦 辻,510(0)
