,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,デルマオシダシ,牝5,56.0,長岡,鈴木慎,美浦,2020102809,01142,ジャスタウェイ ,オリオンムーン Orion Moon(仏) ,Manduro (独) ,-1.3741337076830358,14
1,1,2,リジン,牡6,58.0,菱田,加藤公,栗東,2019103983,01144,ストロングリターン ,フォーシーム ,ダイワメジャー ,-0.3326329654741906,6
2,2,3,キングブルー,牡4,58.0,富田,四位,栗東,2021104176,01168,ロードカナロア ,ルルパンブルー ,ジャングルポケット ,0.05611987613479358,4
3,2,4,トウカイポワール,牝4,56.0,幸,北出,栗東,2021102389,00732,ヘニーヒューズ Henny Hughes(米) ,トウカイシェーン ,ダイワメジャー ,-0.7643897675331568,12
4,3,5,シンヨモギネス,牡7,58.0,坂井,伊藤圭,美浦,2018103711,01163,ダノンレジェンド ,グレースグランド ,アドマイヤムーン ,-0.19433078721256894,5
5,3,6,ケイアイメキラ,セ5,58.0,太宰,秋山,栗東,2020104215,01037,パイロ Pyro(米) ,ケイアイベローナ ,クロフネ ,-0.5429225884396731,9
6,4,7,オーケーカルメン,牝4,56.0,泉谷,奥村豊,栗東,2021102380,01182,ドレフォン Drefong(米) ,ウインフロレゾン ,フジキセキ ,-1.2870954758908706,13
7,4,8,シンリミテス,牡6,58.0,古川吉,大根田,栗東,2019106148,01015,ドレフォン Drefong(米) ,ポリアフ ,キングカメハメハ ,-0.4815912568040688,7
8,5,9,クリノフィガロ,牡4,58.0,和田竜,荒川,栗東,2021101226,01018,ゴールドシップ ,クリノスペシャル ,スペシャルウィーク ,0.2662608484607015,3
9,5,10,タイセイミニスター,牡4,58.0,田口,大橋,栗東,2021104197,01208,シニスターミニスター Sinister Minister(米) ,フロイラインシチー ,フレンチデピュティ French Deputy(米) ,0.43398446303518895,2
10,6,11,ノッテルーナ,牝5,54.0,△吉村,宮本,栗東,2020104240,01216,ルーラーシップ ,ダイヤモンドムーン ,マンハッタンカフェ ,-0.7130588609962223,10
11,6,12,グラヴィス,牡4,57.0,☆高杉,矢作,栗東,2021105831,01213,ハーツクライ ,ラヴズオンリーミー Loves Only Me(米) ,Storm Cat (米) ,-1.6036027903744623,15
12,7,13,ジーニアスバローズ,牡5,58.0,松山,辻野,栗東,2020100681,01126,ハーツクライ ,スカイノダン ,サクラバクシンオー ,1.816614402586922,1
13,7,14,ワンダースティング,牡7,58.0,高倉,渡辺,栗東,2018102956,01130,マクフィ Makfi(英) ,ワンダーノンブーレ ,デヒア Dehere(米) ,-0.7479140973871563,11
14,8,15,コーラルハート,牝4,56.0,浜中,小林,栗東,2021101426,01115,デクラレーションオブウォー ,ハッピーグラス ,ディープインパクト ,-0.49821134875157785,8
15,8,16,メイショウコボケ,牝5,56.0,荻野極,本田,栗東,2020106209,01160,ダノンバラード ,メイショウワカクサ ,サマーバード Summer Bird(米) ,-1.9112606781520514,16
