,枠,馬番,馬名,性齢,斤量,騎手,厩舎,所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,アイファーエポック,牡6,58.0,野中,根本,美浦,2019101325,01158,トビーズコーナー Toby's Corner(米) ,オトメローズ ,アサクサデンエン ,-0.5428520091751754,11
1,1,2,スノーグレース,牝6,56.0,内田博,中舘,美浦,2019105185,00422,ドレフォン Drefong(米) ,グローリアスデイズ ,サンデーサイレンス Sunday Silence(米) ,-1.7755727992119423,14
2,2,3,ストライク,牡5,58.0,田辺,加藤士,美浦,2020105869,01075,アジアエクスプレス ,シュネッラー ,オルフェーヴル ,-2.805128230916733,16
3,2,4,ペンティメント,牡5,58.0,北村宏,嘉藤,美浦,2020102641,01043,レッドファルクス ,カイカヨソウ ,ティンバーカントリー Timber Country(米) ,-0.0789557139611759,8
4,3,5,バリアントバイオ,牡5,58.0,津村,今野,栗東,2020101941,01092,トーセンジョーダン ,エスカレートバイオ ,アルデバランII Aldebaran(米) ,-0.6002653254150679,12
5,3,6,バンドマスター,牡5,58.0,横山武,茶木,栗東,2020103519,01170,バンドワゴン ,ハッピーテレサ ,フジキセキ ,0.6542189983599672,3
6,4,7,ロジアデレード,牡4,58.0,三浦,稲垣,美浦,2021105360,01122,ドレフォン Drefong(米) ,アデレードヒル ,ゴールドヘイロー ,0.16858176145186662,7
7,4,8,ユキマル,牡5,58.0,鮫島駿,尾形,美浦,2020101174,01157,グレーターロンドン ,キニナルーイ ,シニスターミニスター Sinister Minister(米) ,0.3388640964768657,5
8,5,9,エスティメート,牡6,58.0,丸田,大和田,美浦,2019102648,01117,プリサイスエンド Precise End(米) ,インティワタナ ,フサイチコンコルド ,-1.8905321025421564,15
9,5,10,ソーニーイシュー,牡4,58.0,川田,千田,栗東,2021101705,01088,シニスターミニスター Sinister Minister(米) ,ローズストリート ,ストリートセンス Street Sense(米) ,0.8581576678573242,1
10,6,11,コブラ,牡6,58.0,菊沢,菊沢,美浦,2019102654,01161,ダノンレジェンド ,インマイラヴ ,ダンスインザダーク ,0.625188348132871,4
11,6,12,クロニクル,セ6,58.0,黛,田中克,栗東,2019101864,01109,ハーツクライ ,アーキオロジー Archeology(米) ,Seeking the Gold ,-0.4259469750516089,10
12,7,13,ウインリブルマン,牡7,58.0,石川,緒方,栗東,2018101621,01150,エピファネイア ,ウインリバティ ,ダンスインザダーク ,-0.7304383363323718,13
13,7,14,メイショウフジ,牡5,58.0,大野,和田勇,美浦,2020106919,01096,ホッコータルマエ ,メイショウミハル ,ダイワメジャー ,0.20181780947428674,6
14,8,15,プラウドヘリテージ,牡6,58.0,松岡,田中剛,美浦,2019101875,01085,ジャスタウェイ ,ゴールデンリーヴス Golden Leaves(米) ,Tiznow ,-0.2509476060807135,9
15,8,16,サンライズパスカル,牡5,58.0,池添,石坂,栗東,2020102343,01032,ミッキーアイル ,ラブミーニキータ ,クロフネ ,0.7231023750103905,2
