,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id,通過,上り
201903010101,1,1,1,マノアフォールズ,牡3,53.0,斎藤新,0:1:48.7,nan,1.9,1.0,462,[東] 斎藤誠,1700,晴,ダート,良,2019年04月06日,未勝利,2016104642,01178,1-1-1-1,40.5
201903010101,2,7,12,ディアマキニスタ,牡3,55.0,木幡巧也,0:1:50.2,9,5.8,2.0,450,[東] 新開幸一,1700,晴,ダート,良,2019年04月06日,未勝利,2016104081,01162,11-11-5-3,40.3
201903010101,3,8,14,ボーイズオブサマー,牡3,56.0,柴田大知,0:1:50.6,2.1/2,22.6,6.0,500,[東] 天間昭一,1700,晴,ダート,良,2019年04月06日,未勝利,2016105480,01009,4-6-5-5,40.7
201903010101,4,5,8,マカルーテソーロ,牡3,56.0,津村明秀,0:1:50.8,1.1/4,6.8,4.0,492,[東] 奥平雅士,1700,晴,ダート,良,2019年04月06日,未勝利,2016101038,01092,4-4-4-4,41.1
201903010101,5,4,7,ブルーコンパクタ,牡3,56.0,柴山雄一,0:1:51.0,1,6.0,3.0,450,[西] 大橋勇樹,1700,晴,ダート,良,2019年04月06日,未勝利,2016105584,05243,9-9-7-8,40.8
201903010101,6,2,2,プリマコロン,牝3,52.0,菊沢一樹,0:1:51.4,2.1/2,219.4,15.0,464,[東] 天間昭一,1700,晴,ダート,良,2019年04月06日,未勝利,2016100786,01161,13-13-10-8,40.9
201903010101,7,5,9,ゴーインピース,牝3,51.0,岩田望来,0:1:51.4,クビ,33.2,8.0,424,[東] 手塚貴久,1700,晴,ダート,良,2019年04月06日,未勝利,2016103102,01174,4-4-7-7,41.3
201903010101,8,4,6,ジェイコブ,牡3,53.0,藤田菜七,0:1:51.7,2,21.4,5.0,474,[東] 中舘英二,1700,晴,ダート,良,2019年04月06日,未勝利,2016105194,01164,8-8-13-12,41.0
201903010101,9,2,3,ケンブリッジウルス,牡3,55.0,森裕太朗,0:1:52.6,5,41.9,10.0,464,[西] 大根田裕,1700,晴,ダート,良,2019年04月06日,未勝利,2016102241,01165,11-11-10-11,42.1
201903010101,10,6,11,オイデ,牡3,55.0,富田暁,0:1:52.9,2,41.2,9.0,430,[西] 武英智,1700,晴,ダート,良,2019年04月06日,未勝利,2016102830,01168,3-3-2-2,43.7
201903010101,11,8,15,サクラトップハロー,牡3,56.0,菱田裕二,0:1:52.9,クビ,134.8,13.0,430,[西] 中尾秀正,1700,晴,ダート,良,2019年04月06日,未勝利,2016106020,01144,7-7-7-10,42.7
