,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,メイショウリリー,牝4,56.0,団野,高橋忠,440(+4),栗東,2021103209,01180,ゴールドシップ  ,メイショウタラチネ  ,メイショウボーラー  ,-0.7485031782090349,7
1,1,2,サツキノジョウ,牝4,56.0,高杉,武井,448(0),美浦,2021105789,01213,レイデオロ  ,マルシアーノ  ,フジキセキ  ,-0.13441527393359473,5
2,2,3,シンコーナホチャン,牝4,56.0,三浦,畑端,488(+6),栗東,2021100471,01122,パイロ  Pyro(米)  ,モエレフルール  ,ゴールドヘイロー  ,-1.3094461894680305,9
3,2,4,ウィンターダフネ,牝5,54.0,△柴田裕,国枝,472(-12),美浦,2020103246,01212,ブラックタイド  ,ウィンターコスモス  ,キングカメハメハ  ,-2.7337843405359696,14
4,3,5,フローラルセント,牝4,56.0,西村淳,松下,484(+6),栗東,2021104857,01171,キズナ  ,サマーローズ  ,ハービンジャー  Harbinger(英)  ,-0.9953211565310385,8
5,3,6,リアルクィーン,牝3,54.0,幸,石坂,456(0),栗東,2022107288,00732,リアルスティール  ,ジェイケイオジョウ  ,ハービンジャー  Harbinger(英)  ,-2.069837514175746,13
6,4,7,ルナビス,牝5,55.0,☆吉村,森田,498(+6),栗東,2020106579,01216,ディーマジェスティ  ,リトルジュン  ,クロフネ  ,0.7560525914995555,2
7,4,8,メイショウタムシバ,牝4,56.0,武豊,飯田,452(+6),栗東,2021103268,00666,ダノンレジェンド  ,メイショウコブシ  ,スペシャルウィーク  ,0.6807898812675439,3
8,5,9,ブルーペクトライト,牝5,56.0,北村友,宮地,492(-6),栗東,2020103556,01102,サトノダイヤモンド  ,ピースエンブレム  ,ウォーエンブレム  War Emblem(米)  ,-2.900687525590317,16
9,5,10,タマモナポリ,牝4,56.0,岩田康,河嶋,472(-2),栗東,2021106177,05203,カレンブラックヒル  ,タマモリド  ,ワイルドラッシュ  Wild Rush(米)  ,-2.053992340272929,12
10,6,11,サイモンコーラル,牝5,56.0,長岡,羽月,478(+16),栗東,2020100629,01142,ビーチパトロール  Beach Patrol(米)  ,オールドフレイム  ,ゼンノロブロイ  ,-1.3160451437358698,10
11,6,12,ツキノアカリ,牝3,51.0,▲田山,牧田,460(-4),栗東,2022103881,01220,エピファネイア  ,マルルー  ,キングカメハメハ  ,-2.8980686127453437,15
12,7,13,モズカトレア,牝3,54.0,松若,井上,488(-4),栗東,2022102123,01154,モズアスコット  ,ビューティーモズ  ,ネオユニヴァース  ,-1.4058037228318263,11
13,7,14,オーケーカルメン,牝4,56.0,泉谷,奥村豊,436(+2),栗東,2021102380,01182,ドレフォン  Drefong(米)  ,ウインフロレゾン  ,フジキセキ  ,-0.47538837041578824,6
14,8,15,エルフストラック,牝4,56.0,Ｃデムーロ,中村,492(+8),栗東,2021105616,05473,カリフォルニアクローム  California Chrome(米)  ,スペルオンミー  ,ダイワメジャー  ,1.2218727720569336,1
15,8,16,ノボリクレバー,牝5,56.0,坂井,石橋,506(0),栗東,2020106393,01163,デクラレーションオブウォー  ,スウィングダンス  ,クロフネ  ,0.13709948779045497,4
