,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,タガノヒダマリ,牝2,55.0,幸,西園正,454(-4),栗東,2023104734,00732,ストロングリターン  ,タガノハツコイ  ,ゴールドアリュール  ,-2.858343769380284,9
1,1,2,ジュディーイメル,牝2,55.0,松山,武英,432(+2),栗東,2023105116,01126,アドマイヤマーズ  ,ヴォルカン  ,ロードカナロア  ,-1.9796622064392937,6
2,2,3,ラブインアクション,牝2,55.0,坂井,橋口,476(+6),栗東,2023110043,01163,Nyquist  (米)  ,My Sweet Girl  ,Bernardini  (米)  ,-0.40715417865639314,4
3,2,4,ナリタアーマー,牡2,56.0,高杉,高橋亮,482(+8),栗東,2023105635,01213,ニューイヤーズデイ  ,ナリタピクシー  ,ヴィクトワールピサ  ,-3.408770856252145,11
4,3,5,タイセイグローバル,牡2,56.0,団野,小林,488(+4),栗東,2023105256,01180,アドマイヤマーズ  ,ラグプリンセス  ,Union Rags  ,1.1332569403840833,1
5,3,6,エコロボルト,牡2,56.0,西村淳,森秀,520(+20),栗東,2023110063,01171,Practical Joke  (米)  ,In My Time  ,Scat Daddy  (米)  ,0.07871325054848881,3
6,4,7,メイショウナナシロ,牡2,56.0,田口,石橋,452(0),栗東,2023103284,01208,カリフォルニアクローム  California Chrome(米)  ,キュリオスティー  ,ディープインパクト  ,-2.0955940257061667,8
7,4,8,ピエナビバサンバ,牡2,56.0,荻野琢,秋山,504(0),栗東,2023101918,01112,タワーオブロンドン  ,トーワクリステル  ,ディープインパクト  ,-5.581402905058465,16
8,5,9,ナムラシンジロー,牡2,56.0,菱田,羽月,434(+10),栗東,2023100672,01144,ミッキーアイル  ,ナムラキヌ  ,ゼンノロブロイ  ,-5.104235973414883,15
9,5,10,ムテキシャチョウ,牡2,56.0,川田,森秀,504(+8),栗東,2023107535,01088,Beau Liam  ,Mistress of Evil  ,Frosted  (米)  ,-2.06968392977692,7
10,6,11,ニホンピロエール,牡2,54.0,△柴田裕,安達,436(+4),栗東,2023102684,01212,ミッキーアイル  ,ニホンピロヘーゼル  ,カジノドライヴ  ,-3.393506035958726,10
11,6,12,セイウンバジリスク,牡2,56.0,秋山稔,北出,520(+6),栗東,2023100241,01181,フィレンツェファイア  ,フィールドメジャー  ,ダイワメジャー  ,-3.984451707224185,12
12,7,13,ノリノドラゴン,牡2,56.0,城戸,荒川,452(+2),栗東,2023101721,01147,ホッコータルマエ  ,ジェッシージェニー  ,ストロングリターン  ,-1.2038359433002759,5
13,7,14,ジャカルタバオ,セ2,56.0,松若,藤野,454(+6),栗東,2023104888,01154,シャンハイボビー  Shanghai Bobby(米)  ,ブラジリアンビューティ  Brazilian Beauty(英)  ,Galileo  (愛)  ,0.5506619659537868,2
14,8,15,ホワイトフレイムス,牡2,56.0,Ｃデムーロ,吉岡,518(+4),栗東,2023106873,05473,ポエティックフレア  Poetic Flare(愛)  ,イルーシヴゴールド  ,ステイゴールド  ,-4.0838833590204855,13
15,8,16,レインボーステート,牡2,55.0,☆吉村,茶木,438(-6),栗東,2023106943,01216,シルバーステート  ,カイルアコナ  ,キンシャサノキセキ  ,-5.051752898364864,14
