,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,父,母,母父,score,rank
0,1,1,ベンテンカグラ,牝2,52.0,▲橋木,勢司,466(+10),美浦,2023107419,01215,アドマイヤムーン  ,スガノグラスワン  ,グラスワンダー  ,-1.3686001818519002,14
1,1,2,マカレイ,牝2,55.0,プーシャン,上原博,490(+6),美浦,2023107148,05678,キズナ  ,ハウメア  ,キングカメハメハ  ,0.047281958301605975,4
2,2,3,ダイヤテソーロ,牝2,55.0,石橋脩,牧,442(+2),美浦,2023106747,01077,ダノンバラード  ,ハピネスフォーユー  ,A.P. Indy  ,-0.39540173491744274,5
3,2,4,カタッポチャン,牝2,55.0,木幡育,松永康,420(+4),美浦,2023103118,01167,ディーマジェスティ  ,シャドークイーン  ,マンハッタンカフェ  ,-1.6799564706227161,15
4,3,5,ドナソラーレ,牝2,55.0,木幡巧,池上,426(0),美浦,2023105596,01162,タワーオブロンドン  ,スコッチリール  ,ジャスタウェイ  ,-0.6172750231959925,7
5,3,6,ガミーヌ,牝2,55.0,武藤,水野,444(+4),美浦,2023106468,01169,フィエールマン  ,ビラゴーティアラ  ,スターオブコジーン  Star of Cozzene(米)  ,-1.9984636987321296,16
6,4,7,トランスマーレ,牝2,55.0,横山武,高柳瑞,450(+8),美浦,2023103584,01170,エピファネイア  ,ランドオーバーシー  Land Over Sea(米)  ,Bellamy Road  ,0.14140316875777012,3
7,4,8,チャチャット,牝2,55.0,柴田善,柄崎,410(-2),美浦,2023105572,00641,レイデオロ  ,アドマイヤチャチャ  ,ディープインパクト  ,-0.9300325533575613,9
8,5,9,トレニアムーン,牝2,52.0,▲遠藤,清水英,470(+2),美浦,2023100160,01218,ビッグアーサー  ,ソプラノムーン  ,アドマイヤムーン  ,-0.9646055376970771,10
9,5,10,リアライズリバティ,牝2,55.0,荻野極,池上,448(+4),美浦,2023104303,01160,シスキン  Siskin(米)  ,バルレッタ  ,エピファネイア  ,-1.0123336019122267,11
10,6,11,ミュージックレイン,牝2,55.0,吉田豊,村田,452(0),美浦,2023104810,00733,マテラスカイ  ,ミスティレイン  ,タニノギムレット  ,-0.5132651536128315,6
11,6,12,カシノサルパーレ,牝2,55.0,柴田大,和田雄,454(+4),美浦,2023104795,01009,ヘンリーバローズ  ,シップスログ  ,ネオユニヴァース  ,0.529888180471431,2
12,7,13,ニシノマーレ,牝2,55.0,津村,伊藤大,404(0),美浦,2023100179,01092,ダノンプレミアム  ,シーソルティキッス  ,キングカメハメハ  ,-1.1638101476697347,12
13,7,14,ヨドノサファイア,牝2,55.0,横山典,稲垣,440(+10),美浦,2023101825,00660,ジャスタウェイ  ,ヨドノグレイス  ,バゴ  Bago(仏)  ,0.6812676335291807,1
14,8,15,ミセスジョーンズ,牝2,55.0,原,松永康,440(+2),美浦,2023106493,01184,ヴァンセンヌ  ,ピンキージョーンズ  ,アイルハヴアナザー  I'll Have Another(米)  ,-1.1778091304434566,13
15,8,16,フロンテアムーン,牝2,55.0,戸崎圭,国枝,412(-2),美浦,2023102172,05386,コントレイル  ,フロンテアクイーン  ,メイショウサムソン  ,-0.7468875858171927,8
