race_id,式別,馬番,配当,人気
202610011109,単勝,12,900,6
202610011109,複勝,12,310,6
202610011109,複勝,16,150,1
202610011109,複勝,15,330,7
202610011109,枠連,6-8,1230,5
202610011109,馬連,12-16,2170,5
202610011109,ワイド,12-16,870,7
202610011109,ワイド,12-15,1450,18
202610011109,ワイド,15-16,1040,12
202610011109,馬単,12→16,3840,10
202610011109,三連複,12-15-16,6290,13
202610011109,三連単,12→16→15,32240,65
