,式別,馬番,配当,人気
0,単勝,8,880,7
1,複勝,8,320,7
2,複勝,4,220,3
3,複勝,10,200,2
4,枠連,2-4,1300,5
5,馬連,4-8,3350,18
6,ワイド,4-8,1280,18
7,ワイド,8-10,1350,17
8,ワイド,4-10,1010,11
9,馬単,8→4,5310,21
10,3連複,4-8-10,10310,36
11,3連単,8→4→10,42630,138
